workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,dataType,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1667,Main,,instructions,,,,,,,0.0-1.0,, ,9368,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,11113,1,html-keyboard-response,
1667,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.0,46,['are'],,,"Those painters %is,are% using the art studio.",15360,2,cloze,
1667,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.1,47,['are'],,,"Those farmers %is,are% tending to the crops.",19090,3,cloze,
1667,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.2,64,['is'],,,"Maria %is,are% producing the documentary film.",22036,4,cloze,
1667,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.3,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",25508,5,cloze,
1667,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.4,2,['are'],,,"Either those students or William %is,are% drafting the important email.",30794,6,cloze,
1667,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.5,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",34008,7,cloze,
1667,Main,,,SS,Fatima,S,Lucas,S,Critical,0.0-2.0-0.6,7,['are'],,,"Either Fatima or Lucas %is,are% conducting the experiments.",37470,8,cloze,
1667,Main,,,SS,Hanako,S,George,S,Critical,0.0-2.0-0.7,4,['are'],,,"Either Hanako or George %is,are% repairing the truck engine.",39790,9,cloze,
1667,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.8,51,['is'],,,"Lin %is,are% reviewing the project proposals.",43158,10,cloze,
1667,Main,,,SP,Harry,S,those detectives,P,Critical,0.0-2.0-0.9,3,['are'],,,"Either Harry or those detectives %is,are% investigating the crime scene.",46290,11,cloze,
1667,Main,,,PP,those administrators,P,these teachers,P,Critical,0.0-2.0-0.10,11,['are'],,,"Either those administrators or these teachers %is,are% making the admission decisions.",48786,12,cloze,
1667,Main,,,PS,those children,P,Lisa,S,Critical,0.0-2.0-0.11,5,['are'],,,"Either those children or Lisa %is,are% preparing dinner.",51059,13,cloze,
1667,Main,,,SS,Hank,S,Pedro,S,Critical,0.0-2.0-0.12,24,['are'],,,"Either Hank or Pedro %is,are% taking care of the babies.",53440,14,cloze,
1667,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.13,52,['is'],,,"Elias %is,are% leading the scientific research.",56028,15,cloze,
1667,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.14,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",58044,16,cloze,
1667,Main,,,SP,Thomas,S,those tailors,P,Critical,0.0-2.0-0.15,19,['are'],,,"Either Thomas or those tailors %is,are% sewing the dresses.",60056,17,cloze,
1667,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.16,71,['is'],,,"Ellen %is,are% renovating the historic building.",62670,18,cloze,
1667,Main,,,SS,Jimmy,S,Carlos,S,Critical,0.0-2.0-0.17,18,['are'],,,"Either Jimmy or Carlos %is,are% building the tree house.",64386,19,cloze,
1667,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.18,58,['is'],,,"Alex %is,are% installing the security system.",66964,20,cloze,
1667,Main,,,PS,those statisticians,P,Krishna,S,Critical,0.0-2.0-0.19,12,['are'],,,"Either those statisticians or Krishna %is,are% analyzing the market trends.",68920,21,cloze,
1667,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.20,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",71276,22,cloze,
1667,Main,,,SP,Peter,S,those lawyers,P,Critical,0.0-2.0-0.21,15,['are'],,,"Either Peter or those lawyers %is,are% handling the legal documents.",75032,23,cloze,
1667,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.22,59,['is'],,,"Bill %is,are% planning the conference.",77904,24,cloze,
1667,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.23,73,['is'],,,"Hank %is,are% constructing the playground.",88318,25,cloze,
1667,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.24,53,['is'],,,"Pedro %is,are% editing the academic journal.",91488,26,cloze,
1667,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.25,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",94136,27,cloze,
1667,Main,,,PS,those staff members,P,Sarah,S,Critical,0.0-2.0-0.26,10,['are'],,,"Either those staff members or Sarah %is,are% writing the end-of-year report.",95990,28,cloze,
1667,Main,,,PP,these housekeepers,P,those plumbers,P,Critical,0.0-2.0-0.27,6,['are'],,,"Either these housekeepers or those plumbers %is,are% fixing the leaking pipe.",97808,29,cloze,
1667,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.28,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",99319,30,cloze,
1667,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.29,72,['is'],,,"Ali %is,are% cooking the festive meal.",103544,31,cloze,
1667,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.30,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",106380,32,cloze,
1667,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.31,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",109672,33,cloze,
1667,Main,,,PP,those trainers,P,those athletes,P,Critical,0.0-2.0-0.32,23,['are'],,,"Either those trainers or those athletes %is,are% working out at the gym.",111662,34,cloze,
1667,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.33,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",114330,35,cloze,
1667,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.34,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",115930,36,cloze,
1667,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.35,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",121643,37,cloze,
1667,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.36,44,['are'],,,"Those tailors %is,are% sewing the dresses.",123509,38,cloze,
1667,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.37,70,['is'],,,"Joey %is,are% developing the game software.",126345,39,cloze,
1667,Main,,,PP,those art students,P,those illustrators,P,Critical,0.0-2.0-0.38,25,['are'],,,"Either those art students or those illustrators %is,are% sketching the concept art.",128207,40,cloze,
1667,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.39,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",130149,41,cloze,
1667,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.40,55,['is'],,,"Emma %is,are% resolving the network issues",133477,42,cloze,
1667,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.41,49,['are'],,,"Those parents %is,are% taking care of the babies.",136079,43,cloze,
1667,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.42,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",138371,44,cloze,
1667,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.43,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",139923,45,cloze,
1667,Main,,,PS,those farmers,P,Andy,S,Critical,0.0-2.0-0.44,22,['are'],,,"Either those farmers or Andy %is,are% tending to the crops.",142543,46,cloze,
1667,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.45,67,['is'],,,"Lydia %is,are% tailoring the costumes.",145339,47,cloze,
1667,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.46,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",147739,48,cloze,
1667,Main,,,PS,those volunteers,P,Hasan,S,Critical,0.0-2.0-0.47,20,['are'],,,"Either those volunteers or Hasan %is,are% sorting the books.",150907,49,cloze,
1667,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.48,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",154685,50,cloze,
1667,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.49,60,['is'],,,"Kim %is,are% cataloging the library collection.",157247,51,cloze,
1667,Main,,,PP,those astronomers,P,these photographers,P,Critical,0.0-2.0-0.50,16,['are'],,,"Either those astronomers or these photographers %is,are% recording the solar eclipse.",163327,52,cloze,
1667,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.51,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",165985,53,cloze,
1667,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.52,62,['is'],,,"Carlos %is,are% painting the mural.",168329,54,cloze,
1667,Main,,,PP,these surgeons,P,those nurses,P,Critical,0.0-2.0-0.53,17,['are'],,,"Either these surgeons or those nurses %is,are% attending to the patients.",171529,55,cloze,
1667,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.54,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",174583,56,cloze,
1667,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.55,63,['is'],,,"Thomas %is,are% training at the sports center.",178289,57,cloze,
1667,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.56,56,['is'],,,"Peter %is,are% composing the annual report.",180629,58,cloze,
1667,Main,,,SP,Melissa,S,those electricians,P,Critical,0.0-2.0-0.57,8,['are'],,,"Either Melissa or those electricians %is,are% fixing the wiring issues.",182805,59,cloze,
1667,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.58,50,['is'],,,"Mateo %is,are% organizing the charity event.",185505,60,cloze,
1667,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.59,68,['is'],,,"Liam %is,are% solving the mystery case.",187909,61,cloze,
1667,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.60,43,['are'],,,"Those kids %is,are% building the tree house.",190299,62,cloze,
1667,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.61,48,['are'],,,"Those athletes %is,are% working out at the gym.",191983,63,cloze,
1667,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.62,65,['is'],,,"Hasan %is,are% decorating the gallery.",194626,64,cloze,
1667,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.63,54,['is'],,,"Zeynab %is,are% caring for the garden.",196813,65,cloze,
1667,Main,,,SS,Brian,S,Jamaal,S,Critical,0.0-2.0-0.64,9,['are'],,,"Either Brian or Jamaal %is,are% creating the fashion collection.",200379,66,cloze,
1667,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.65,38,['are'],,,"These architects %is,are% designing the building's layout.",202195,67,cloze,
1667,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.66,45,['are'],,,"Those volunteers %is,are% sorting the books.",203826,68,cloze,
1667,Main,,,SP,John,S,those boys,P,Critical,0.0-2.0-0.67,1,['are'],,,"Either John or those boys %is,are% interviewing the movie star.",205285,69,cloze,
1667,Main,,,PS,these architects,P,Mateo,S,Critical,0.0-2.0-0.68,13,['are'],,,"Either these architects or Mateo %is,are% designing the building's layout.",207055,70,cloze,
1667,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.69,42,['is'],,,"Those nurses %is,are% attending to the patients.",209581,71,cloze,
1667,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.70,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",211789,72,cloze,
1667,Main,,,PS,those editors,P,Zeynab,S,Critical,0.0-2.0-0.71,14,['are'],,,"Either those editors or Zeynab %is,are% proofreading the manuscripts.",213283,73,cloze,
1667,Main,,,PS,those painters,P,Lydia,S,Critical,0.0-2.0-0.72,21,['are'],,,"Either those painters or Lydia %is,are% using the art studio.",214955,74,cloze,
1667,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '57', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Graduated college', 'other-language': ''}",26947,,,241960,75,survey,
1667,Main,,thanks,,,,,,,0.0-4.0,,0,1944,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,243905,76,html-button-response,
1640,Main,,irb,,,,,,,0.0-0.0,,0,1829,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,1833,0,html-button-response,
1640,Main,,instructions,,,,,,,0.0-1.0,, ,10051,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,11885,1,html-keyboard-response,
1640,Main,,,PS,those volunteers,P,Hasan,S,Critical,0.0-2.0-0.0,20,['are'],,,"Either those volunteers or Hasan %is,are% sorting the books.",19846,2,cloze,
1640,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.1,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",22127,3,cloze,
1640,Main,,,SP,Bill,S,those nurses,P,Critical,0.0-2.0-0.2,17,['are'],,,"Either Bill or those nurses %is,are% attending to the patients.",29139,4,cloze,
1640,Main,,,PS,those students,P,William,S,Critical,0.0-2.0-0.3,2,['are'],,,"Either those students or William %is,are% drafting the important email.",32329,5,cloze,
1640,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.4,55,['is'],,,"Emma %is,are% resolving the network issues",34787,6,cloze,
1640,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.5,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",38152,7,cloze,
1640,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.6,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",42453,8,cloze,
1640,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.7,48,['are'],,,"Those athletes %is,are% working out at the gym.",45989,9,cloze,
1640,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.8,46,['are'],,,"Those painters %is,are% using the art studio.",48358,10,cloze,
1640,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.9,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",51840,11,cloze,
1640,Main,,,SS,Melissa,S,Patrick,S,Critical,0.0-2.0-0.10,8,['are'],,,"Either Melissa or Patrick %is,are% fixing the wiring issues.",54527,12,cloze,
1640,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.11,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",63212,13,cloze,
1640,Main,,,SS,Alex,S,Noah,S,Critical,0.0-2.0-0.12,16,['are'],,,"Either Alex or Noah %is,are% recording the solar eclipse.",66596,14,cloze,
1640,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.13,43,['are'],,,"Those kids %is,are% building the tree house.",70121,15,cloze,
1640,Main,,,PS,those farmers,P,Andy,S,Critical,0.0-2.0-0.14,22,['are'],,,"Either those farmers or Andy %is,are% tending to the crops.",72391,16,cloze,
1640,Main,,,SP,Krishna,S,those statisticians,P,Critical,0.0-2.0-0.15,12,['are'],,,"Either Krishna or those statisticians %is,are% analyzing the market trends.",75259,17,cloze,
1640,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.16,62,['is'],,,"Carlos %is,are% painting the mural.",77961,18,cloze,
1640,Main,,,SS,Fatima,S,Lucas,S,Critical,0.0-2.0-0.17,7,['are'],,,"Either Fatima or Lucas %is,are% conducting the experiments.",81100,19,cloze,
1640,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.18,70,['is'],,,"Joey %is,are% developing the game software.",83383,20,cloze,
1640,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.19,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",90239,21,cloze,
1640,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.20,49,['are'],,,"Those parents %is,are% taking care of the babies.",92596,22,cloze,
1640,Main,,,PP,these interior designers,P,these architects,P,Critical,0.0-2.0-0.21,13,['are'],,,"Either these interior designers or these architects %is,are% designing the building's layout.",223012,23,cloze,
1640,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.22,53,['is'],,,"Pedro %is,are% editing the academic journal.",226585,24,cloze,
1640,Main,,,SP,Lydia,S,those painters,P,Critical,0.0-2.0-0.23,21,['are'],,,"Either Lydia or those painters %is,are% using the art studio.",228706,25,cloze,
1640,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.24,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",232164,26,cloze,
1640,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.25,45,['are'],,,"Those volunteers %is,are% sorting the books.",234809,27,cloze,
1640,Main,,,PP,those secretaries,P,those editors,P,Critical,0.0-2.0-0.26,14,['are'],,,"Either those secretaries or those editors %is,are% proofreading the manuscripts.",237842,28,cloze,
1640,Main,,,SS,Juan,S,Antonio,S,Critical,0.0-2.0-0.27,11,['are'],,,"Either Juan or Antonio %is,are% making the admission decisions.",243417,29,cloze,
1640,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.28,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",246413,30,cloze,
1640,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.29,68,['is'],,,"Liam %is,are% solving the mystery case.",249219,31,cloze,
1640,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.30,63,['is'],,,"Thomas %is,are% training at the sports center.",268627,32,cloze,
1640,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.31,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",271881,33,cloze,
1640,Main,,,PS,those staff members,P,Sarah,S,Critical,0.0-2.0-0.32,10,['are'],,,"Either those staff members or Sarah %is,are% writing the end-of-year report.",274993,34,cloze,
1640,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.33,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",277332,35,cloze,
1640,Main,,,SS,Thomas,S,Maria,S,Critical,0.0-2.0-0.34,19,['are'],,,"Either Thomas or Maria %is,are% sewing the dresses.",280018,36,cloze,
1640,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.35,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",283230,37,cloze,
1640,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.36,72,['is'],,,"Ali %is,are% cooking the festive meal.",286463,38,cloze,
1640,Main,,,PP,these paralegals,P,those lawyers,P,Critical,0.0-2.0-0.37,15,['are'],,,"Either these paralegals or those lawyers %is,are% handling the legal documents.",301413,39,cloze,
1640,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.38,65,['is'],,,"Hasan %is,are% decorating the gallery.",303291,40,cloze,
1640,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.39,58,['is'],,,"Alex %is,are% installing the security system.",305135,41,cloze,
1640,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.40,47,['are'],,,"Those farmers %is,are% tending to the crops.",307980,42,cloze,
1640,Main,,,SS,Lisa,S,George,S,Critical,0.0-2.0-0.41,5,['are'],,,"Either Lisa or George %is,are% preparing dinner.",311889,43,cloze,
1640,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.42,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",313828,44,cloze,
1640,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.43,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",317544,45,cloze,
1640,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.44,67,['is'],,,"Lydia %is,are% tailoring the costumes.",322809,46,cloze,
1640,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.45,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",326230,47,cloze,
1640,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.46,64,['is'],,,"Maria %is,are% producing the documentary film.",328180,48,cloze,
1640,Main,,,PP,those carpenters,P,those kids,P,Critical,0.0-2.0-0.47,18,['are'],,,"Either those carpenters or those kids %is,are% building the tree house.",330248,49,cloze,
1640,Main,,,PS,those parents,P,Hank,S,Critical,0.0-2.0-0.48,24,['are'],,,"Either those parents or Hank %is,are% taking care of the babies.",333545,50,cloze,
1640,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.49,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",337876,51,cloze,
1640,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.50,50,['is'],,,"Mateo %is,are% organizing the charity event.",340522,52,cloze,
1640,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.51,38,['are'],,,"These architects %is,are% designing the building's layout.",343079,53,cloze,
1640,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.52,56,['is'],,,"Peter %is,are% composing the annual report.",345106,54,cloze,
1640,Main,,,PS,those athletes,P,Ellen,S,Critical,0.0-2.0-0.53,23,['are'],,,"Either those athletes or Ellen %is,are% working out at the gym.",347990,55,cloze,
1640,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.54,52,['is'],,,"Elias %is,are% leading the scientific research.",350582,56,cloze,
1640,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.55,71,['is'],,,"Ellen %is,are% renovating the historic building.",352308,57,cloze,
1640,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.56,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",356821,58,cloze,
1640,Main,,,SP,Hanako,S,those mechanics,P,Critical,0.0-2.0-0.57,4,['are'],,,"Either Hanako or those mechanics %is,are% repairing the truck engine.",358983,59,cloze,
1640,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.58,59,['is'],,,"Bill %is,are% planning the conference.",367730,60,cloze,
1640,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.59,44,['are'],,,"Those tailors %is,are% sewing the dresses.",370336,61,cloze,
1640,Main,,,PP,those art students,P,those illustrators,P,Critical,0.0-2.0-0.60,25,['are'],,,"Either those art students or those illustrators %is,are% sketching the concept art.",374725,62,cloze,
1640,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.61,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",377338,63,cloze,
1640,Main,,,SP,John,S,those boys,P,Critical,0.0-2.0-0.62,1,['are'],,,"Either John or those boys %is,are% interviewing the movie star.",381113,64,cloze,
1640,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.63,51,['is'],,,"Lin %is,are% reviewing the project proposals.",383213,65,cloze,
1640,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.64,60,['is'],,,"Kim %is,are% cataloging the library collection.",385312,66,cloze,
1640,Main,,,PP,these stylists,P,those designers,P,Critical,0.0-2.0-0.65,9,['are'],,,"Either these stylists or those designers %is,are% creating the fashion collection.",387993,67,cloze,
1640,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.66,42,['are'],,,"Those nurses %is,are% attending to the patients.",390741,68,cloze,
1640,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.67,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",392943,69,cloze,
1640,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.68,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",395870,70,cloze,
1640,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.69,54,['is'],,,"Zeynab %is,are% caring for the garden.",398504,71,cloze,
1640,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.70,73,['is'],,,"Hank %is,are% constructing the playground.",400852,72,cloze,
1640,Main,,,SS,David,S,Joan,S,Critical,0.0-2.0-0.71,6,['are'],,,"Either David or Joan %is,are% fixing the leaking pipe.",403721,73,cloze,
1640,Main,,,PS,those detectives,P,Harry,S,Critical,0.0-2.0-0.72,3,['are'],,,"Either those detectives or Harry %is,are% investigating the crime scene.",406551,74,cloze,
1640,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '18', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Some college', 'other-language': ''}",27413,,,434015,75,survey,
1640,Main,,thanks,,,,,,,0.0-4.0,,0,3299,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,437315,76,html-button-response,
1644,Main,,irb,,,,,,,0.0-0.0,,0,13433,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,13441,0,html-button-response,
1644,Main,,instructions,,,,,,,0.0-1.0,, ,14825,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,28267,1,html-keyboard-response,
1644,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.0,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",34070,2,cloze,
1644,Main,,,SP,Brian,S,those designers,P,Critical,0.0-2.0-0.1,9,['are'],,,"Either Brian or those designers %is,are% creating the fashion collection.",56802,3,cloze,
1644,Main,,,SP,Bill,S,those nurses,P,Critical,0.0-2.0-0.2,17,['are'],,,"Either Bill or those nurses %is,are% attending to the patients.",62534,4,cloze,
1644,Main,,,SP,Lydia,S,those painters,P,Critical,0.0-2.0-0.3,21,['are'],,,"Either Lydia or those painters %is,are% using the art studio.",67691,5,cloze,
1644,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.4,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",70378,6,cloze,
