workerid,proliferate.condition,accuracy,category,cond,conj1,conj1_num,conj2,conj2_num,dataType,internal_node_id,item,response,rt,stimulus,text,time_elapsed,trial_index,trial_type,error
1642,Main,,,SP,Sarah,S,those staff members,P,Critical,0.0-2.0-0.36,10,['are'],,,"Either Sarah or those staff members %is,are% writing the end-of-year report.",117535,38,cloze,
1642,Main,,,SS,Thomas,S,Maria,S,Critical,0.0-2.0-0.37,19,['are'],,,"Either Thomas or Maria %is,are% sewing the dresses.",126183,39,cloze,
1642,Main,,,PP,these paralegals,P,those lawyers,P,Critical,0.0-2.0-0.38,15,['are'],,,"Either these paralegals or those lawyers %is,are% handling the legal documents.",128115,40,cloze,
1642,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.39,50,['is'],,,"Mateo %is,are% organizing the charity event.",131365,41,cloze,
1642,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.40,38,['are'],,,"These architects %is,are% designing the building's layout.",132737,42,cloze,
1642,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.41,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",134407,43,cloze,
1642,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.42,56,['is'],,,"Peter %is,are% composing the annual report.",137886,44,cloze,
1642,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.43,52,['is'],,,"Elias %is,are% leading the scientific research.",140488,45,cloze,
1642,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.44,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",142878,46,cloze,
1642,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.45,42,['are'],,,"Those nurses %is,are% attending to the patients.",144277,47,cloze,
1642,Main,,,SP,Jimmy,S,those kids,P,Critical,0.0-2.0-0.46,18,['are'],,,"Either Jimmy or those kids %is,are% building the tree house.",145712,48,cloze,
1642,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.47,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",148625,49,cloze,
1642,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.48,55,['is'],,,"Emma %is,are% resolving the network issues",152340,50,cloze,
1642,Main,,,PS,these teachers,P,Juan,S,Critical,0.0-2.0-0.49,11,['are'],,,"Either these teachers or Juan %is,are% making the admission decisions.",154132,51,cloze,
1642,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.50,44,['are'],,,"Those tailors %is,are% sewing the dresses.",156377,52,cloze,
1642,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.51,45,['are'],,,"Those volunteers %is,are% sorting the books.",157854,53,cloze,
1642,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.52,64,['is'],,,"Maria %is,are% producing the documentary film.",160651,54,cloze,
1642,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.53,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",163233,55,cloze,
1642,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.54,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",165149,56,cloze,
1642,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.55,54,['is'],,,"Zeynab %is,are% caring for the garden.",167854,57,cloze,
1642,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.56,59,['is'],,,"Bill %is,are% planning the conference.",170309,58,cloze,
1642,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.57,63,['is'],,,"Thomas %is,are% training at the sports center.",172703,59,cloze,
1642,Main,,,PS,those statisticians,P,Krishna,S,Critical,0.0-2.0-0.58,12,['are'],,,"Either those statisticians or Krishna %is,are% analyzing the market trends.",174114,60,cloze,
1642,Main,,,SS,Hasan,S,Yuki,S,Critical,0.0-2.0-0.59,20,['are'],,,"Either Hasan or Yuki %is,are% sorting the books.",177402,61,cloze,
1642,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.60,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",180090,62,cloze,
1642,Main,,,SS,Lisa,S,George,S,Critical,0.0-2.0-0.61,5,['is'],,,"Either Lisa or George %is,are% preparing dinner.",183557,63,cloze,
1642,Main,,,SP,Zeynab,S,those editors,P,Critical,0.0-2.0-0.62,14,['are'],,,"Either Zeynab or those editors %is,are% proofreading the manuscripts.",185120,64,cloze,
1642,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.63,53,['is'],,,"Pedro %is,are% editing the academic journal.",187851,65,cloze,
1642,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.64,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",190038,66,cloze,
1642,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.65,43,['are'],,,"Those kids %is,are% building the tree house.",191461,67,cloze,
1642,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.66,68,['is'],,,"Liam %is,are% solving the mystery case.",193973,68,cloze,
1642,Main,,,PS,those boys,P,John,S,Critical,0.0-2.0-0.67,1,['are'],,,"Either those boys or John %is,are% interviewing the movie star.",200719,69,cloze,
1642,Main,,,SS,Bill,S,Kim,S,Critical,0.0-2.0-0.68,17,['are'],,,"Either Bill or Kim %is,are% attending to the patients.",209340,70,cloze,
1642,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.69,51,['is'],,,"Lin %is,are% reviewing the project proposals.",212903,71,cloze,
1642,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.70,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",214687,72,cloze,
1642,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.71,48,['are'],,,"Those athletes %is,are% working out at the gym.",216676,73,cloze,
1642,Main,,,SP,Lydia,S,those painters,P,Critical,0.0-2.0-0.72,21,['are'],,,"Either Lydia or those painters %is,are% using the art studio.",218142,74,cloze,
1642,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '26', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Non-binary/Non-conforming', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'Yes', 'education': 'Graduated college', 'other-language': ''}",17581,,,235764,75,survey,
1642,Main,,thanks,,,,,,,0.0-4.0,,0,1221,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,236986,76,html-button-response,
1750,Main,,irb,,,,,,,0.0-0.0,,0,2278,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,2288,0,html-button-response,
1750,Main,,instructions,,,,,,,0.0-1.0,, ,7336,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,9625,1,html-keyboard-response,
1750,Main,,,PS,those designers,P,Brian,S,Filler,0.0-2.0-0.0,34,['are'],,,"Both those designers and Brian %is,are% creating the fashion collection.",15834,2,cloze,
1750,Main,,,PP,these girls,P,those boys,P,Filler,0.0-2.0-0.1,26,['are'],,,"Both these girls and those boys %is,are% interviewing the movie star.",20276,3,cloze,
1750,Main,,,S,Peter,S,,,Filler,0.0-2.0-0.2,56,['is'],,,"Peter %is,are% composing the annual report.",27000,4,cloze,
1750,Main,,,SP,Jimmy,S,those kids,P,Critical,0.0-2.0-0.3,18,['are'],,,"Either Jimmy or those kids %is,are% building the tree house.",33483,5,cloze,
1750,Main,,,S,Ellen,S,,,Filler,0.0-2.0-0.4,71,['is'],,,"Ellen %is,are% renovating the historic building.",39906,6,cloze,
1750,Main,,,SP,Hank,S,those parents,P,Critical,0.0-2.0-0.5,24,['are'],,,"Either Hank or those parents %is,are% taking care of the babies.",45635,7,cloze,
1750,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.6,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",49320,8,cloze,
1750,Main,,,P,those painters,P,,,Filler,0.0-2.0-0.7,46,['are'],,,"Those painters %is,are% using the art studio.",52936,9,cloze,
1750,Main,,,PP,these engineers,P,those electricians,P,Critical,0.0-2.0-0.8,8,['are'],,,"Either these engineers or those electricians %is,are% fixing the wiring issues.",59964,10,cloze,
1750,Main,,,S,Mateo,S,,,Filler,0.0-2.0-0.9,50,['is'],,,"Mateo %is,are% organizing the charity event.",64816,11,cloze,
1750,Main,,,PS,those editors,P,Zeynab,S,Critical,0.0-2.0-0.10,14,['are'],,,"Either those editors or Zeynab %is,are% proofreading the manuscripts.",71503,12,cloze,
1750,Main,,,PS,those farmers,P,Andy,S,Critical,0.0-2.0-0.11,22,['are'],,,"Either those farmers or Andy %is,are% tending to the crops.",78085,13,cloze,
1750,Main,,,SS,William,S,Jackie,S,Critical,0.0-2.0-0.12,2,['is'],,,"Either William or Jackie %is,are% drafting the important email.",87203,14,cloze,
1750,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.13,67,['is'],,,"Lydia %is,are% tailoring the costumes.",91020,15,cloze,
1750,Main,,,SP,John,S,those boys,P,Critical,0.0-2.0-0.14,1,['are'],,,"Either John or those boys %is,are% interviewing the movie star.",95100,16,cloze,
1750,Main,,,S,Noah,S,,,Filler,0.0-2.0-0.15,57,['is'],,,"Noah %is,are% servicing the air conditioning units.",98789,17,cloze,
1750,Main,,,PS,those painters,P,Lydia,S,Critical,0.0-2.0-0.16,21,['are'],,,"Either those painters or Lydia %is,are% using the art studio.",102194,18,cloze,
1750,Main,,,S,Yuki,S,,,Filler,0.0-2.0-0.17,66,['is'],,,"Yuki %is,are% evaluating the scholarship applications.",105437,19,cloze,
1750,Main,,,SP,David,S,those plumbers,P,Filler,0.0-2.0-0.18,31,['are'],,,"Both David and those plumbers %is,are% fixing the leaking pipe.",108743,20,cloze,
1750,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.19,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",115764,21,cloze,
1750,Main,,,SS,Sarah,S,Matt,S,Critical,0.0-2.0-0.20,10,['is'],,,"Either Sarah or Matt %is,are% writing the end-of-year report.",124235,22,cloze,
1750,Main,,,SS,Thomas,S,Maria,S,Critical,0.0-2.0-0.21,19,['is'],,,"Either Thomas or Maria %is,are% sewing the dresses.",132126,23,cloze,
1750,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.22,73,['is'],,,"Hank %is,are% constructing the playground.",135549,24,cloze,
1750,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.23,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",138609,25,cloze,
1750,Main,,,S,Andy,S,,,Filler,0.0-2.0-0.24,69,['is'],,,"Andy %is,are% capturing the wildlife in photographs.",141649,26,cloze,
1750,Main,,,SP,Alex,S,these photographers,P,Critical,0.0-2.0-0.25,16,['are'],,,"Either Alex or these photographers %is,are% recording the solar eclipse.",144795,27,cloze,
1750,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.26,52,['is'],,,"Elias %is,are% leading the scientific research.",147831,28,cloze,
1750,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.27,44,['are'],,,"Those tailors %is,are% sewing the dresses.",150315,29,cloze,
1750,Main,,,S,Zeynab,S,,,Filler,0.0-2.0-0.28,54,['is'],,,"Zeynab %is,are% caring for the garden.",155761,30,cloze,
1750,Main,,,PS,these teachers,P,Juan,S,Critical,0.0-2.0-0.29,11,['are'],,,"Either these teachers or Juan %is,are% making the admission decisions.",160781,31,cloze,
1750,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.30,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",166252,32,cloze,
1750,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.31,55,['is'],,,"Emma %is,are% resolving the network issues",170061,33,cloze,
1750,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.32,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",177316,34,cloze,
1750,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.33,47,['are'],,,"Those farmers %is,are% tending to the crops.",180603,35,cloze,
1750,Main,,,S,Kim,S,,,Filler,0.0-2.0-0.34,60,['is'],,,"Kim %is,are% cataloging the library collection.",185401,36,cloze,
1750,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.35,51,['is'],,,"Lin %is,are% reviewing the project proposals.",188066,37,cloze,
1750,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.36,72,['is'],,,"Ali %is,are% cooking the festive meal.",192154,38,cloze,
1750,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.37,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",194768,39,cloze,
1750,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.38,68,['is'],,,"Liam %is,are% solving the mystery case.",197301,40,cloze,
1750,Main,,,S,Hasan,S,,,Filler,0.0-2.0-0.39,65,['is'],,,"Hasan %is,are% decorating the gallery.",203800,41,cloze,
1750,Main,,,S,Jimmy,S,,,Filler,0.0-2.0-0.40,61,['is'],,,"Jimmy %is,are% fertilizing the fields.",207027,42,cloze,
1750,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.41,59,['is'],,,"Bill %is,are% planning the conference.",209643,43,cloze,
1750,Main,,,P,these architects,P,,,Filler,0.0-2.0-0.42,38,['are'],,,"These architects %is,are% designing the building's layout.",212544,44,cloze,
1750,Main,,,PP,these cooks,P,those children,P,Critical,0.0-2.0-0.43,5,['are'],,,"Either these cooks or those children %is,are% preparing dinner.",216359,45,cloze,
1750,Main,,,PP,these housekeepers,P,those plumbers,P,Critical,0.0-2.0-0.44,6,['are'],,,"Either these housekeepers or those plumbers %is,are% fixing the leaking pipe.",219797,46,cloze,
1750,Main,,,P,those kids,P,,,Filler,0.0-2.0-0.45,43,['are'],,,"Those kids %is,are% building the tree house.",222843,47,cloze,
1750,Main,,,SP,Ellen,S,those athletes,P,Critical,0.0-2.0-0.46,23,['are'],,,"Either Ellen or those athletes %is,are% working out at the gym.",228052,48,cloze,
1750,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.47,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",231715,49,cloze,
1750,Main,,,SP,Hanako,S,those mechanics,P,Filler,0.0-2.0-0.48,29,['are'],,,"Both Hanako and those mechanics %is,are% repairing the truck engine.",234847,50,cloze,
1750,Main,,,PP,those police officers,P,those detectives,P,Critical,0.0-2.0-0.49,3,['are'],,,"Either those police officers or those detectives %is,are% investigating the crime scene.",239166,51,cloze,
1750,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.50,70,['is'],,,"Joey %is,are% developing the game software.",243110,52,cloze,
1750,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.51,49,['are'],,,"Those parents %is,are% taking care of the babies.",246600,53,cloze,
1750,Main,,,S,Carlos,S,,,Filler,0.0-2.0-0.52,62,['is'],,,"Carlos %is,are% painting the mural.",249379,54,cloze,
1750,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.53,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",252257,55,cloze,
1750,Main,,,SS,Mateo,S,Lin,S,Critical,0.0-2.0-0.54,13,['is'],,,"Either Mateo or Lin %is,are% designing the building's layout.",261909,56,cloze,
1750,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.55,42,['are'],,,"Those nurses %is,are% attending to the patients.",264761,57,cloze,
1750,Main,,,PS,these research assistants,P,Fatima,S,Critical,0.0-2.0-0.56,7,['are'],,,"Either these research assistants or Fatima %is,are% conducting the experiments.",267963,58,cloze,
1750,Main,,,SP,Bill,S,those nurses,P,Critical,0.0-2.0-0.57,17,['are'],,,"Either Bill or those nurses %is,are% attending to the patients.",271923,59,cloze,
1750,Main,,,SS,Peter,S,Noah,S,Critical,0.0-2.0-0.58,15,['is'],,,"Either Peter or Noah %is,are% handling the legal documents.",277494,60,cloze,
1750,Main,,,S,Thomas,S,,,Filler,0.0-2.0-0.59,63,['is'],,,"Thomas %is,are% training at the sports center.",280840,61,cloze,
1750,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.60,45,['are'],,,"Those volunteers %is,are% sorting the books.",284883,62,cloze,
1750,Main,,,SP,Hasan,S,those volunteers,P,Critical,0.0-2.0-0.61,20,['are'],,,"Either Hasan or those volunteers %is,are% sorting the books.",287942,63,cloze,
1750,Main,,,SS,Hanako,S,George,S,Critical,0.0-2.0-0.62,4,['is'],,,"Either Hanako or George %is,are% repairing the truck engine.",294647,64,cloze,
1750,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.63,58,['is'],,,"Alex %is,are% installing the security system.",297561,65,cloze,
1750,Main,,,PS,those electricians,P,Melissa,S,Filler,0.0-2.0-0.64,33,['are'],,,"Both those electricians and Melissa %is,are% fixing the wiring issues.",302826,66,cloze,
1750,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.65,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",306627,67,cloze,
1750,Main,,,P,those athletes,P,,,Filler,0.0-2.0-0.66,48,['are'],,,"Those athletes %is,are% working out at the gym.",313728,68,cloze,
1750,Main,,,SS,Hossein,S,Elias,S,Critical,0.0-2.0-0.67,25,['is'],,,"Either Hossein or Elias %is,are% sketching the concept art.",319116,69,cloze,
1750,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.68,64,['is'],,,"Maria %is,are% producing the documentary film.",322507,70,cloze,
1750,Main,,,PS,those statisticians,P,Krishna,S,Critical,0.0-2.0-0.69,12,['are'],,,"Either those statisticians or Krishna %is,are% analyzing the market trends.",326991,71,cloze,
1750,Main,,,SP,Brian,S,those designers,P,Critical,0.0-2.0-0.70,9,['are'],,,"Either Brian or those designers %is,are% creating the fashion collection.",330085,72,cloze,
1750,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.71,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",333290,73,cloze,
1750,Main,,,S,Pedro,S,,,Filler,0.0-2.0-0.72,53,['is'],,,"Pedro %is,are% editing the academic journal.",336244,74,cloze,
1750,Main,[],demographics,,,,,,,0.0-3.0,,"{'age': '55', 'P0_Q0': None, 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Most seemed natural to me, some I had to say out loud to decide.', 'language': 'Yes', 'education': 'Graduated college', 'other-language': ''}",63161,,,399459,75,survey,
1750,Main,,thanks,,,,,,,0.0-4.0,,0,2647,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,402108,76,html-button-response,
1683,Main,,irb,,,,,,,0.0-0.0,,0,12458,"<p><font size=""3"">We invite you to participate in a research study on language production and comprehension. Your experimenter will ask you to do a linguistic task such as reading sentences or words, naming pictures or describing scenes, making up sentences of your own, or participating in a simple language game. <br><br>There are no risks or benefits of any kind involved in this study. <br><br>You will be paid for your participation at the posted rate.<br><br>If you have read this form and have decided to participate in this experiment, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at anytime without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to do particular tasks. Your individual privacy will be maintained in all published and written data resulting from the study. You may print this form for your records.<br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>If you agree to participate, please proceed to the study tasks.</font></p>",,12493,0,html-button-response,
1683,Main,,instructions,,,,,,,0.0-1.0,, ,11913,"In this experiment, you will read a series of sentences and will be asked to indicate the word which best completes it.<br><br><strong>Please type the word 'is' or 'are' in the blank.</strong> <br><br>If you're unsure about your choice, follow your first instinct.<br><br>When you're ready to begin, press the space bar.",,24406,1,html-keyboard-response,
1683,Main,,,PS,those statisticians,P,Krishna,S,Critical,0.0-2.0-0.0,12,['are'],,,"Either those statisticians or Krishna %is,are% analyzing the market trends.",42764,2,cloze,
1683,Main,,,PS,these teachers,P,Juan,S,Critical,0.0-2.0-0.1,11,['are'],,,"Either these teachers or Juan %is,are% making the admission decisions.",49919,3,cloze,
1683,Main,,,P,those tailors,P,,,Filler,0.0-2.0-0.2,44,['are'],,,"Those tailors %is,are% sewing the dresses.",54516,4,cloze,
1683,Main,,,PS,these research assistants,P,Fatima,S,Critical,0.0-2.0-0.3,7,['are'],,,"Either these research assistants or Fatima %is,are% conducting the experiments.",59334,5,cloze,
1683,Main,,,P,those nurses,P,,,Filler,0.0-2.0-0.4,42,['are'],,,"Those nurses %is,are% attending to the patients.",64007,6,cloze,
1683,Main,,,P,these photographers,P,,,Filler,0.0-2.0-0.5,41,['are'],,,"These photographers %is,are% recording the solar eclipse.",67219,7,cloze,
1683,Main,,,PP,these professors,P,those students,P,Filler,0.0-2.0-0.6,27,['are'],,,"Both these professors and those students %is,are% drafting the important email.",74030,8,cloze,
1683,Main,,,P,those editors,P,,,Filler,0.0-2.0-0.7,39,['are'],,,"Those editors %is,are% proofreading the manuscripts.",76683,9,cloze,
1683,Main,,,SS,Krishna,S,Amir,S,Filler,0.0-2.0-0.8,37,['are'],,,"Both Krishna and Amir %is,are% analyzing the market trends.",79960,10,cloze,
1683,Main,,,PS,those designers,P,Brian,S,Critical,0.0-2.0-0.9,9,['are'],,,"Either those designers or Brian %is,are% creating the fashion collection.",100810,11,cloze,
1683,Main,,,PS,those boys,P,John,S,Critical,0.0-2.0-0.10,1,['are'],,,"Either those boys or John %is,are% interviewing the movie star.",104747,12,cloze,
1683,Main,,,SS,Alex,S,Noah,S,Critical,0.0-2.0-0.11,16,['is'],,,"Either Alex or Noah %is,are% recording the solar eclipse.",110129,13,cloze,
1683,Main,,,S,Alex,S,,,Filler,0.0-2.0-0.12,58,['is'],,,"Alex %is,are% installing the security system.",112782,14,cloze,
1683,Main,,,S,Bill,S,,,Filler,0.0-2.0-0.13,59,['is'],,,"Bill %is,are% planning the conference.",115240,15,cloze,
1683,Main,,,S,Lydia,S,,,Filler,0.0-2.0-0.14,67,['is'],,,"Lydia %is,are% tailoring the costumes.",117547,16,cloze,
1683,Main,,,SS,Mateo,S,Lin,S,Critical,0.0-2.0-0.15,13,['is'],,,"Either Mateo or Lin %is,are% designing the building's layout.",119882,17,cloze,
1683,Main,,,SS,Zeynab,S,Emma,S,Critical,0.0-2.0-0.16,14,['is'],,,"Either Zeynab or Emma %is,are% proofreading the manuscripts.",123438,18,cloze,
1683,Main,,,SP,Jimmy,S,those kids,P,Critical,0.0-2.0-0.17,18,['are'],,,"Either Jimmy or those kids %is,are% building the tree house.",127076,19,cloze,
1683,Main,,,PS,those athletes,P,Ellen,S,Critical,0.0-2.0-0.18,23,['is'],,,"Either those athletes or Ellen %is,are% working out at the gym.",131634,20,cloze,
1683,Main,,,PP,these housekeepers,P,those plumbers,P,Critical,0.0-2.0-0.19,6,['are'],,,"Either these housekeepers or those plumbers %is,are% fixing the leaking pipe.",134909,21,cloze,
1683,Main,,,S,Emma,S,,,Filler,0.0-2.0-0.20,55,['is'],,,"Emma %is,are% resolving the network issues",137945,22,cloze,
1683,Main,,,P,those parents,P,,,Filler,0.0-2.0-0.21,49,['are'],,,"Those parents %is,are% taking care of the babies.",140432,23,cloze,
1683,Main,,,SP,Hanako,S,those mechanics,P,Critical,0.0-2.0-0.22,4,['are'],,,"Either Hanako or those mechanics %is,are% repairing the truck engine.",143511,24,cloze,
1683,Main,,,PS,these research assistants,P,Fatima,S,Filler,0.0-2.0-0.23,32,['are'],,,"Both these research assistants and Fatima %is,are% conducting the experiments.",148306,25,cloze,
1683,Main,,,S,Elias,S,,,Filler,0.0-2.0-0.24,52,['is'],,,"Elias %is,are% leading the scientific research.",150626,26,cloze,
1683,Main,,,SP,Hossein,S,those illustrators,P,Critical,0.0-2.0-0.25,25,['are'],,,"Either Hossein or those illustrators %is,are% sketching the concept art.",156743,27,cloze,
1683,Main,,,S,Maria,S,,,Filler,0.0-2.0-0.26,64,['is'],,,"Maria %is,are% producing the documentary film.",159054,28,cloze,
1683,Main,,,P,those farmers,P,,,Filler,0.0-2.0-0.27,47,['are'],,,"Those farmers %is,are% tending to the crops.",161248,29,cloze,
1683,Main,,,SS,Sarah,S,Matt,S,Filler,0.0-2.0-0.28,35,['are'],,,"Both Sarah and Matt %is,are% writing the end-of-year report.",163685,30,cloze,
1683,Main,,,SS,Juan,S,Antonio,S,Filler,0.0-2.0-0.29,36,['are'],,,"Both Juan and Antonio %is,are% making the admission decisions.",165831,31,cloze,
1683,Main,,,P,those volunteers,P,,,Filler,0.0-2.0-0.30,45,['are'],,,"Those volunteers %is,are% sorting the books.",167922,32,cloze,
1683,Main,,,S,Hank,S,,,Filler,0.0-2.0-0.31,73,['is'],,,"Hank %is,are% constructing the playground.",169928,33,cloze,
1683,Main,,,S,Joey,S,,,Filler,0.0-2.0-0.32,70,['is'],,,"Joey %is,are% developing the game software.",171939,34,cloze,
1683,Main,,,SS,Lisa,S,George,S,Critical,0.0-2.0-0.33,5,['is'],,,"Either Lisa or George %is,are% preparing dinner.",174613,35,cloze,
1683,Main,,,SP,Lisa,S,those children,P,Filler,0.0-2.0-0.34,30,['are'],,,"Both Lisa and those children %is,are% preparing dinner.",177176,36,cloze,
1683,Main,,,SP,Harry,S,those detectives,P,Critical,0.0-2.0-0.35,3,['are'],,,"Either Harry or those detectives %is,are% investigating the crime scene.",180238,37,cloze,
1683,Main,,,PP,those police officers,P,those detectives,P,Filler,0.0-2.0-0.36,28,['are'],,,"Both those police officers and those detectives %is,are% investigating the crime scene.",183277,38,cloze,
1683,Main,,,PP,these engineers,P,those electricians,P,Critical,0.0-2.0-0.37,8,['are'],,,"Either these engineers or those electricians %is,are% fixing the wiring issues.",188397,39,cloze,
1683,Main,,,S,Ali,S,,,Filler,0.0-2.0-0.38,72,['is'],,,"Ali %is,are% cooking the festive meal.",190663,40,cloze,
1683,Main,,,S,Lin,S,,,Filler,0.0-2.0-0.39,51,['is'],,,"Lin %is,are% reviewing the project proposals.",193930,41,cloze,
1683,Main,,,P,those lawyers,P,,,Filler,0.0-2.0-0.40,40,['are'],,,"Those lawyers %is,are% handling the legal documents.",197324,42,cloze,
1683,Main,,,S,Liam,S,,,Filler,0.0-2.0-0.41,68,['is'],,,"Liam %is,are% solving the mystery case.",201975,43,cloze,
1683,Main,,,PP,those managers,P,those staff members,P,Critical,0.0-2.0-0.42,10,['are'],,,"Either those managers or those staff members %is,are% writing the end-of-year report.",204881,44,cloze,
