experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	advcl	Coming back to our model, Chris will do fairly well if he or she has 40 years of continuous employment - a retirement income of $28 000, or 87 percent of average lifetime earnings.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The ‘ Vishu kanni ’ or the coiffured ‘ Omen ’	is	be	Sing	thing	cop	The ‘Vishu kanni’ or the coiffured ‘Omen’ is the first thing seen in the morning as the first rays of sunlight touch the earth on the Vishu day.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	growns	grown	Sing	grown	advcl	I get so excited by the endless opportunities of leading a character that is all my own through a vast, open world as he or she growns in skill completing quests, side quests, and various other experiences.	c4-train.00001-of-01024_parsed_xad.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either Scorsese or De Niro	Has	have	Sing	weigh	aux	Has either Scorsese or De Niro weighed in yet with their opinions on the matter?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your ME machine or your laptop	think	think	Plur	think	root	Perhaps your ME machine or your laptop think it's probably Arrayto die a little inside.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	smoked meat at Schwartz ’s or a jumbo hot dog and fries at Orange Julep	are	be	Plur	must	cop	If you want to eat like a local, smoked meat at Schwartz’s or a jumbo hot dog and fries at Orange Julep are a must.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	He or she	claims	claim	Sing	claim	root	He or she claims he's operating additional hrs from West Pimbo function, however, this does not help to make sense at all and want the Private Investigator Lancashire matrimonial evaluation.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your student	is	be	Sing	face	aux	Just get in contact with us so we can ask about the situation you or your student is facing.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	walking or biking	interest	interest	Plur	interest	advcl	If walking or biking interest you, there are a wide range of lovely shady bush walks in this relatively flat part of Palmwoods, and for the more active a leisurely 2km walk into town for a coffee or breakfast.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Facebook or Google	changes	change	Sing	change	advcl	You build value that doesn’t disappear when Facebook or Google changes their rules.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the expositivo , argumentativo level , or another one	intends	intend	Sing	intend	acl:relcl	So that the school is effective in the objective to teach to read, to write and if to express in competent way its alunado, it must favor development of the language in the diverse uses and functions that can carry through, as much in informal situations of game, spontaneous dialogue with the colleagues, as in the other most formal ones, in which the expositivo, argumentativo level, or another one intends to use a language with bigger precision. .	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	cast ( or pour ) in place	provides	provide	Sing	provide	root	In addition, cast (or pour) in place provides fewer options and less control over the finished product.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my temper and / or ego	is	be	Sing	veer	aux	So I believe my temper and/or ego is veering me off track and picking the Play 4 lotto than the Pick 3.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Stan or Sandy	attending	attend		attend	acl	Will the subject of Stan or Sandy attending the party be discussed tonight?	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	UNK	Not Pronoun	you or your significant other	has	have	Sing	have	advcl	If you or your significant other has a job that is likely to require relocation in less than five years, you may want to consider remaining a renter.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or a loved one	has	have	Sing	give	aux	If you or a loved one has given birth to a child with birth defects after using an anti-depressant medication, you may be eligible to obtain monetary compensation for your family's damages.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Moisturisers ( or emollients )	are	be	Plur	mixture	cop	Moisturisers (or emollients) are complex mixtures of ingredients.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	taste	aux	On one hand, they show very sharply delineated varietal character, and even a novice taster could quickly identify whether he or she is tasting Pinot Grigio, Friulano, Malvasia, Sauvignon, Ribolla Gialla, Chardonnay or Pinot Bianco.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Children or adults who ingested acute overdoses	have	have	Plur	manifest	aux	Children or adults who ingested acute overdoses have usually manifested central nervous system depression ranging from mild sedation to coma; serum concentrations of aripiprazole and dehydroaripiprazole in these patients were elevated by up to 3-4 fold over normal therapeutic levels, yet no deaths have yet been recorded.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Larger , less agile birds ( e.g. geese and swans ) or birds with certain behavioral patterns , such as those which make use of thermal updrafts for ascension ( e.g. raptors ) ,	collide	collide	Plur	collide	root	Larger, less agile birds (e.g. geese and swans) or birds with certain behavioral patterns, such as those which make use of thermal updrafts for ascension (e.g. raptors), collide more commonly with wind turbines¹¹'¹²'¹³'¹⁴.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the EAP or a parent company	Does	do	Sing	have	aux	Does the EAP or a parent company have a financial interest in any program or facility in which it makes referrals?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an architect or architecture firm	has	have	Sing	meet	aux	Being part of an architecture association means that an architect or architecture firm has met certain standards, qualifications and practices, and can be held accountable if they don’t meet these standards.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The submergence or immersion of the first item into a second item	places	place	Sing	place	root	The submergence or immersion of the first item into a second item places the first item into the location or inside the world or domain where the second item resides.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	wants	want	Sing	want	ccomp	Any internship taken allows the individual to find out what he or she wants or does not want to do.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your condition or your age	is	be	Sing	whatever	cop	Whatever your condition or your age is you can use this system because of using your own body weight.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The NDC , or National Drug Code ,	is	be	Sing	identifier	cop	The NDC, or National Drug Code, is a unique 10-digit identifier for all prescription drugs.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Twenty - four committees or groups	have	have	Plur	win	aux	Twenty-four committees or groups have won the prize, including the European Union last year, 2012. *	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your city or town	has	have	Sing	have	advcl	If your city or town has an Irish pub (or any popular hub for foreigners), it’s definitely a good idea to hit it up and try to mingle with the locals.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the word “ rigged , ” or its local variations ,	is	be	Sing	one	cop	But the word “rigged,” or its local variations, is probably the key one on both sides of the Atlantic.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Knockerball or Bubble Football	is	be	Sing	type	cop	Knockerball or Bubble Football is a type of soccer where players put on inflated torus that covers their upper-body and head.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the right men or women residing in your area of the UK	be	be		be	xcomp	Since we have senior singles from all over the country, there are bound to be the right men or women residing in your area of the UK.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	up - or downregulation of KCTD13	affects	affect	Sing	affect	ccomp	This demonstrated that up- or downregulation of KCTD13 affects head size.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Neuronal proliferation or apoptosis	underlies	underly	Sing	underly	root	Neuronal proliferation or apoptosis underlies this phenomenon.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Logsdon - WY or White - WL	do	do	Plur	vend	aux	working for you and do Logsdon-WY or White-WL vend it yet ?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the person or entity	has	have	Sing	have	advcl	An appropriate basis exists for service of process outside of this state upon a person or entity in any action in this state when the person or entity has such contacts with this state that the prosecution of the action against the person or entity in this state is not inconsistent with the constitution of this state or the Constitution of the United States … . Ala. R. Civ. P. 4.2(b).	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Your friend or relative	pays	pay	Sing	pay	root	Your friend or relative pays their insurance company to insure their vehicle, which is why suing them should not be an issue.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a parent ’s native language or other mode of communication	is	be	Sing	language	cop	If a parent’s native language or other mode of communication is not a written language, the school must translate the notice orally or by other means so that it is understood by the parent.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your products or services	address	address	Plur	address	advcl:relcl	Your content should communicate how your products or services address those challenges and needs.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the hub access window or the jump pipeline	refill	refill		refill	advcl	The listing will show a "W" character for instrutions that are waiting for the hub access window or the jump pipeline to refill.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the simple declaration of identity , or the simple definition of personality ,	am	be	Sing	boil	advcl	For, even without Hamlet's pessimism, the simple declaration of identity, or the simple definition of personality, boils down to 'I am that I am', just as, in the attempt to define the richness of the beloved's personality, all praise finally had to be abandoned in favour of the solitary statement 'you alone are you'.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	does	do	Sing	understand	aux	When a student feels comfortable asking questions and/or admitting that he or she does not understand the material being taught, we are able to see firsthand some of the differences in the way that we were created.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	ccomp	When a student realizes that he or she has some freedom in math to think for himself or herself, to try something new, to make mistakes without fear of the teacher’s judgement, then he or she starts to enjoy math more.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	starts	start	Sing	start	root	When a student realizes that he or she has some freedom in math to think for himself or herself, to try something new, to make mistakes without fear of the teacher’s judgement, then he or she starts to enjoy math more.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	she or he	consumes	consume	Sing	consume	acl:relcl	The company suggests anybody who is taking the product to reduce the number of caffeinated items she or he consumes as the pill currently consists of Caffeine.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	God , or the designer ,	is	be	Sing	create	aux	But, he said that may mean that God, or the designer, is creating through secondary means.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	iTrack Line or Dupio , with the possibility to adjust the reflectors ,	gives	give	Sing	give	parataxis	about the lighting:iTrack Line or Dupio, with the possibility to adjust the reflectors, gives a good general lighting as a base in the meat section.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	knows	know	Sing	know	root	Even though you might have been involved in the sales process for only a brief time, if you are a pleasant person and have genuine interest in the prospect, he or she instinctively knows that a “no” would mean it was all over between the two of you.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Garrán na Sean Cloch or Olde Stone Grove	is	be	Sing	circle	cop	Garrán na Sean Cloch or Olde Stone Grove is a circle of Keltoi Tradition Druids and a chartered Covenant of the Goddess Grove.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	A double sided bow banner or bow flags	consists	consist	Sing	consist	root	A double sided bow banner or bow flags consists of two printed banners that are sewn together.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	commits	commit	Sing	commit	root	If a person contravenes this section of the School Act, he or she commits an offence.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Personal Pronoun	Plur	Not Pronoun	no one ensuring that they are , or no ramifications for when they &apos ; re not	s	be	Sing	be	advcl	We as a nation clearly cannot trust our elected leaders to behave when there&apos;s no one ensuring that they are, or no ramifications for when they&apos;re not.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Oat Groats or Pearls	are	be	Plur	grain	cop	Oat Groats or Pearls are the whole oat grains with the hull removed.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your circumstances or conditions	do	do	Plur	determine	aux	He shows you that your circumstances or conditions do not determine	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your concept or idea	is	be	Sing	what	cop	it doesn't matter what your concept or idea is, we can build it for you!	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	Not Pronoun	he or his scenarist	allows	allow	Sing	allow	conj	His weakness is that he does not seem quite to visualise the film as a whole clearly enough, and thus he or his scenarist allows the production to lag precariously in places.	c4-train.00001-of-01024_parsed_xad.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either Yoda or Darth Vader	win	win		win	xcomp	C-3PO seems to be ahead, which is not a horrible choice, but personally I’d rather see either Yoda or Darth Vader win.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The elected leadership team , or ‘ Secretariat ’ ,	manages	manage	Sing	manage	root	The elected leadership team, or ‘Secretariat’, manages the ETUC's day-to-day activities.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the client or agency	get	get	Plur	get	conj	Sometimes I send my portfolio directly to them and other times the client or agency get in touch with me.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Heat ( or cold ) that has no – or very little – value in one place ,	becomes	become	Sing	become	root	Heat (or cold) that has no – or very little – value in one place, becomes highly valuable by being transported to a place where it is needed.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	An IRA , or an Individual Retirement Account ,	is	be	Sing	investment	cop	An IRA, or an Individual Retirement Account, isn’t exactly an investment.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	over 3,500 central stations or electric light companies	are	be	Plur	give	aux	At the present writing over 3,500 central stations or electric light companies, are giving a cooking rate of five cents or less per killowatt hour to their customers.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the baby or child	sit	sit		sit	acl	The Loni carrier has an added anti-slip hip-seat that attaches to the body of the carrier, forming a solid base for the baby or child to sit on, allowing little ones to sit in the 'M' or 'froggy' position.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Removal or defacing of brand labels	voids	void	Sing	void	root	Removal or defacing of brand labels voids warranty.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the truck or SUV you 're using to plow with	has	have	Sing	have	advcl	If the truck or SUV you're using to plow with has a good turn radius, like say a Toyota Tunda, you might be tempted to turn around at the end of your driveway and start plowing on the trip back towards the house.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The total value , or equity value ,	is	be	Sing	sum	cop	The total value, or equity value, is then the sum of the present value of the cash flows, which in this case is US$5.5b.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the miscarriage or abortion	takes	take	Sing	take	advcl	But apparently the sanctity of life only applies at hospitals, as the law does not apply if the miscarriage or abortion takes place at home.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The unwillingness or inability to invest in the infrastructure to support development	stops	stop	Sing	stop	root	The unwillingness or inability to invest in the infrastructure to support development stops cities growing.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	uphold	aux	If a law enforcement officer is engaging in illegal activities or domestic violence, is he or she upholding the oath of office in an ethical manner?	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	show or traveler construction or mob bankruptcies	combine	combine	Plur	combine	advcl	This can be begun out if show or traveler construction or mob bankruptcies combine foreign officials.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	one or more cars dictionaries or securities	make	make		make	root	In market, one or more cars dictionaries or securities, breaking a difference, make an separate court of reserves from an siphon and process them to rights.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The sthala vrksha or sacred tree here	is	be	Sing	variety	cop	The sthala vrksha or sacred tree here is of the rose apple variety and bears fruit during the Skanda Shashti festival.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	piquin or Thai chiles	are	be	Plur	substitute	cop	In recipes, piquin or Thai chiles are good substitutes.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the oversteer or understeer	is	be	Sing	occur	aux	The brakes are then applied to the individual wheels where the oversteer or understeer is occurring, helping to prevent an accident caused by the drivers loss of control.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	your oven or other appliances	are	be	Plur	harbor	aux	If your oven or other appliances are still harboring grease stains from the Thanksgiving of 2002, maybe it’s time to invest in a new version?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a fancy looking espresso machine or colorful blender	tells	tell	Sing	tell	ccomp	Staging experts says that a fancy looking espresso machine or colorful blender tells homeowners that your kitchen is a gourmet-friendly.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Construction zones or detour routes	affect	affect	Plur	affect	root	Construction zones or detour routes affect commerce and are costly from a fiscal, social and environmental perspective.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	many players or shooters	choosing	choose		choose	ccomp	Betting on the pass line bet or betting with the dice is the most common bet in craps and you will see many players or shooters choosing.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	are	be	Sing	face	aux	Please contact our Firm if you or a loved one are facing armed robbery charges.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a tasty treat or a spooky trick	is	be	Sing	wait	aux	Pick a door and see if a tasty treat or a spooky trick is waiting behind it.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	AGPM , or Advanced Group Policy Management ,	is	be	Sing	tool	cop	AGPM, or Advanced Group Policy Management, is a handy tool that lets you work with Group Policy Objects in ways that other tools don't.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	itssecurity features or security system	becomes	become	Sing	become	parataxis	In addition to the end of the policy that best suits our budget then tuck it away itssecurity features or security system becomes more important as DUI is otherwise known as the destination of your insurance agent about possible price right?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Bob or Vanessa	get	get	Plur	get	root	If Bob or Vanessa get to spot this post here in the blog -	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	a perfect law that is so restrictive that it is rendered useless � or one that can�t get the necessary votes to pass the legislature	do	do		do	root	While it might be ideal for a licensed physician to evaluate kids, a perfect law that is so restrictive that it is rendered useless � or one that can�t get the necessary votes to pass the legislature � wouldn�t do much to help kids.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	frustrations or negative issues	start	start	Plur	start	advcl	When frustrations or negative issues start to creep in, seek motivation and assistance through positive influence, an inspirational coach or by attending a real estate conference to uplift you and your business.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a crash or traffic infraction	has	have	Sing	occur	aux	Of the small percentage of families who do have the often difficult conversation, 15 percent do so after a crash or traffic infraction has occurred which could be too late.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a description or catalog	includes	include	Sing	include	ccomp	G2Cdb has possible, flexible media and Chinese words in a salient stock that relations can not let whether a description or catalog includes given in newspaper withdrawals), is a agriculture41 in ground referents or whether notions conceptualize signed with a such access.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the bride or groom	are	be	Plur	wear	aux	Whether it’s cutting the wedding cake, the type of shoes the bride or groom are wearing, or a shot of the bride’s bouquet with the wedding bands overlapping, these detailed moments will add more diversity and will complement the formal wedding photos taken throughout the day.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	' Healthy ' or ' Healthier '	Is	be	Sing	claim	cop	Is 'Healthy' or 'Healthier'... a health claim?	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Our actions or behaviors	are	be	Plur	branch	cop	Our actions or behaviors are like the branches, they stem from what we value.	c4-train.00001-of-01024_parsed_xad.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	no roads or infrastructure	exists	exist	Sing	exist	parataxis	This area of Easter Island is still primitive; no roads or infrastructure exists in this part of the island.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a change of pace or different project	sparks	spark	Sing	spark	advcl	Failing that, I work on something completely different, because sometimes a change of pace or different project sparks a new connection.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your consumers ( or even non-consumers , for that matter )	are	be	Plur	go	aux	Plus, you’re going in with absolutely no guarantee that your consumers (or even non-consumers, for that matter) are going to love it.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	Some or all of those parameters	need	need	Plur	need	root	Some or all of those parameters need adjustment.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	find	find	Sing	find	advcl	So if you or a loved one find that you’re having difficulty with everyday tasks but still want to preserve your self-reliance this living choice might be right for you.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	holds	hold	Sing	hold	acl:relcl	The plaque will then be displayed in the winner's community for the two years he or she holds it.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the illustration or diagram	are	be	Plur	show	cop	The important issues for the scientist are that the illustration or diagram shows all the necessary parts clearly, accurately and to scale, to impart the information they are trying to communicate.	c4-train.00001-of-01024_parsed_xad.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	The tech crowd — or least , some who claim to know the minds of tech entrepreneurs —	says	say	Sing	say	root	The tech crowd—or least, some who claim to know the minds of tech entrepreneurs—says the government appears set on making it more difficult to lure talent to Canada.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	no more than ten percent or fifteen images	emanate	emanate	Plur	emanate	ccomp	Use of photographs and illustrations provided that no more than ten percent or fifteen images emanate from the same source, and no more than five images from any one artist or photographer.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	A 30 mm Euroslot in the front or four helmet clips	allow	allow	Plur	allow	root	A 30 mm Euroslot in the front or four helmet clips allow a headlamp to be attached.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A dull ax or bent screwdriver	do	do	Plur	need	conj	A dull ax or bent screwdriver needs attention, and so do we.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	my selection or multiferroic disebut fingerprints	are	be	Plur	this	cop	Q: What if my selection or multiferroic disebut fingerprints very are the service-this?	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Julio or Keenan	comes	come	Sing	come	root	Julio or Keenan basically comes down to my 1st round selection, whether a league offers big play bonuses (Julio), the PPR structure (Keenan), touchdown value (Julio) and the mood I’m in.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my workers comp or employee disability insurance	Does	do	Sing	cover	aux	Doesn’t my workers comp or employee disability insurance cover the same thing?	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	some related plans or events that will allow the town and Mt. Zion supporters to participate in celebrating the long - awaited beginning of the rehabilitation	are	be	Plur	work	cop	Also in the works are some related plans or events that will allow the town and Mt. Zion supporters to participate in celebrating the long-awaited beginning of the rehabilitation.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the venue or client	supplies	supply	Sing	supply	acl:relcl	This package is for those events where the venue or client supplies the audio systems.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A little unusual heat here or a very slight swelling there	set	set	Sing	set	root	A little unusual heat here or a very slight swelling there set alarm bells ringing and a horrible tightening and sick-making feeling in the stomach grips you immediately.	c4-train.00001-of-01024_parsed_xad.conllu
SS	False	False	Sing	3	Sing	3	he or she	desires	desire	Sing	desire	acl:relcl	When I personally started searching within myself and doing more things that dealt with traveling, exercise, writing, teaching, and helping others develop in areas he or she desires, I started to fill my glass.	c4-train.00001-of-01024_parsed_xad.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Depressants or sedatives	are	be	Plur	drug	cop	Back to Top Depressants Depressants or sedatives are drugs that slow both sides quoting legalizing weed pros and cons.	c4-train.00001-of-01024_parsed_xad.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	spouse or adult or teen children	cover	cover		cover	root	Clearly, when the faltering of one's inner-self manifests itself through addictive behavior, spouse or adult or teen children to cover up for theft to fund a drug addiction.	c4-train.00001-of-01024_parsed_xad.conllu
