experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	1949 immigrants or Waishengren ( Chinese : 外省人 ; pinyin : wàishěngrén ; literally : ' extraprovincial person ' )	are	be	Plur	person	cop	1949 immigrants or Waishengren (Chinese: 外省人; pinyin: wàishěngrén; literally: 'extraprovincial person') are people who moved to Taiwan from mainland China after 1945 until the late 40s and early 50s.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	obtains	obtain	Sing	obtain	ccomp	A person who is charged with a crime should be represented by a lawyer who is experienced and knowledgeable in criminal law to ensure that he or she obtains the best possible results in their case.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a family member	needs	need	Sing	need	advcl	When you or a family member needs knowledgeable and proven legal advice, contact the lawyers of Nigro Law Firm, LCC.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Painting Contractors Association , or PDCA ,	is	be	Sing	organization	cop	The Painting Contractors Association, or PDCA, is our industry’s membership organization whose mission is to help build businesses and connect folks with each other in a non-competitive way.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Machine or hand	wash	wash		wash	parataxis	Garment Care- Machine or hand wash with cold.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	True	False	Sing	Not Pronoun	Plur	Not Pronoun	either God or other men	enter	enter		enter	acl	He is is so full of himself, there is no space either for God or other men to enter.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your Internet service or the bank 's server	goes	go	Sing	go	advcl	Finally, if your Internet service or the bank's server goes down, you cannot access your account information online.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the server or Internet service	goes	go	Sing	go	advcl	If you've linked the online account to a third-party business financial software program, you'll have to wait until the server or Internet service goes back up to get updates.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Any modification or use of the content , material or software for any other purpose	is	be	Sing	violation	cop	Any modification or use of the content, material or software for any other purpose is a violation of the Foundation’s copyright, trademark or proprietary rights.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Elegia di Madonna Fiammetta , or The Elegy of Lady Fiammetta in English ,	speaks	speak	Sing	speak	root	Elegia di Madonna Fiammetta, or The Elegy of Lady Fiammetta in English, speaks a card by the sure fur Giovanni Boccaccio, below Secured between 1343 and 1344.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any intruder or hacker	disconnect	disconnect		disconnect	ccomp	ADT uses a cellular connection for their home security services, which is impossible for any intruder or hacker to disconnect since it's wireless.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the task or deliverable	having	have		have	advcl	Very often the role that is Accountable for a task or deliverable may also be Responsible for completing it (indicated on the matrix by the task or deliverable having a role Accountable for it, but no role Responsible for its completion, i.e. it is implied).	c4-train.00002-of-01024_parsed_xaa.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	either the seller or the buyer	backs	back	Sing	back	advcl	For example, when either the seller or the buyer backs out of the deal without a legal reason, the other party has rights and recourse.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	The Shanghai Automotive Industry Corporation ( in Chinese : 上海汽车工业 ( 集团 ) 总公司 ; Pinyin : Shànghǎi Qich ē Gõngyè ( Jítuán ) Zǒnggõngsī ; or 上汽 , Shàngqi ; abbreviated SAIC , pronounced : [ ' sei- ɪk ] )	is	be	Sing	manufacturer	cop	The Shanghai Automotive Industry Corporation (in Chinese: 上海汽车工业(集团)总公司; Pinyin: Shànghǎi Qichē Gõngyè (Jítuán) Zǒnggõngsī; or 上汽, Shàngqi; abbreviated SAIC, pronounced: ['sei-ɪk]) is a Chinese automobile manufacturer which ranks the third among the "Big Five" Chinese automakers (the other four are First Automobile Works, Dongfeng Motor Corporation, Chang'an Motors, and Chery Automobile).	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a judge or jury	awards	award	Sing	award	acl:relcl	These are also called exemplary damages because these are damages that a judge or jury awards to you the plaintiff as a way of punishing those that injured you.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	utensil or other food handling tools	use	use	Plur	use	advcl	Hot/ cold water is used depending on what is being cleared for utensil or other food handling tools use hot water.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	applies	apply	Sing	apply	advcl	The driver resumes control as soon as he or she applies pressure to the brake.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	starts	start	Sing	start	advcl	The driver resumes control as soon as he or she starts to make the correction.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Mum , or Olly as Else calls her ,	does	do	Sing	want	aux	Mum, or Olly as Else calls her, doesn’t want to either.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a friend or relative	approaches	approach	Sing	approach	advcl	If a friend or relative approaches you for financial help, be honest with them in a way that keeps your budget, and boundaries, intact.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the furnace ( or air conditioner )	kicks	kick	Sing	kick	advcl	Or when the furnace (or air conditioner) kicks in the filter is embedded with a light lemony smell.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your new laptop or desktop	is	be	Sing	run	aux	If your new laptop or desktop is running Windows 10, then Edge is the standard web browser you'll see, unless you download something else.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the neighbor kids or unwanted solicitors	ring	ring	Plur	ring	acl:relcl	I have always hated the silly door chime that plays anytime the neighbor kids or unwanted solicitors ring the doorbell.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	another two or three	cross	cross		cross	advcl	Also, remember that deer will normally travel in groups, so if you see one dart across the road, slow down and be prepared for another two or three to cross.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	The Jardins do Palácio de Cristal , or “ Crystal Gardens , ”	is	be	Sing	garden	cop	The Jardins do Palácio de Cristal, or “Crystal Gardens,” is a lush, green, botanical garden with a stunning view of the Douro.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	a lot of damage to the vehicles , or injuries to the persons involved in the accident	be	be		be	xcomp	And while it's always a good idea to call the police, the police may not do a thorough job of investigating the accident, especially if there doesn't seem to be a lot of damage to the vehicles, or injuries to the persons involved in the accident.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	118 Pet or Pests	adopts	adopt	Sing	adopt	root	118 Pet or Pests SpongeBob adopts a stray worm who gives birth to worm babies overnight.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a person ’s face or name	comes	come	Sing	come	conj	I learned to stop and pray when I read the words “please pray for…” and if something terrible has happened, or if a person’s face or name comes to mind.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	3	UNK	Not Pronoun	he or she’ll	is	be	Sing	examine	cop	The advantage of seeing a dentist for the tooth-whitening process is that he or she’ll examine your teeth and recommend the most appropriate treatment for your needs.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	understand	aux	I believe if an artist can paint both in an expressionistic and realistic manner he or she has fully understood what they are doing.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	schools or profs	are	be	Plur	attempt	aux	How are schools or profs attempting to catch cheating students?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the item or object	belongs	belong	Sing	belong	acl:relcl	The dealer to which the item or object belongs sets all prices on Arcarta.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Overly broad state Religious Freedom Restoration Acts , or RFRAs — one of the most common pieces of anti-LGBT legislation —	provide	provide	Plur	provide	root	Overly broad state Religious Freedom Restoration Acts, or RFRAs—one of the most common pieces of anti-LGBT legislation—provide wide-ranging exemptions that enable religiously based discrimination against lesbian, gay, bisexual, and transgender, or LGBT, people and their families.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Slahal ( or Lahal )	is	be	Sing	game	cop	Slahal (or Lahal) is a gambling game of the indigenous peoples of the Pacific Northwest Coast, also known as stickgame, bonegame, bloodless war game, handgame, or a name specific to each language.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the coachee or employee	feels	feel	Sing	feel	advcl:relcl	Qualitative measures include written feedback about how the coachee or employee feels about the coaching – do they feel more focused, more motivated, has morale improved, do they look forward to their coaching sessions etc.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	your reason or reasons	are	be	Plur	whatever	cop	Whatever your reason or reasons are for outsourcing, it is still important to properly manage the project, select the right provider for the job and ensure all of the key elements are addressed.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	these studies or practices	shed	shed	Plur	shed	root	In the life these studies or practices shed light on each and every aspect of human life, as well as offer solutions to solve any problem or to address any problem in life, including bringing or recovering lost love or recovering the groom.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you - or the children 's grandparents -	have	have	Sing	have	advcl	If you - or the children's grandparents - have a garden, simply pitch a tent in it and see how your kids adjust to the novelty.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	intelligence quotient or IQ	is	be	Sing	thing	cop	For a long time, people believe that intelligence quotient or IQ is the only thing that makes a person successful.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	his parent or caregiver	handles	handle	Sing	handle	advcl:relcl	At this age, baby is already observing how his parent or caregiver handles feelings and is making those strategies his own.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Fate or Destiny	being	be		source	cop	A common theme for Greek tragedy with Fate or Destiny being a source for somebody’s woes.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The general ’s ignorance or arrogance	leads	lead	Sing	lead	root	The general’s ignorance or arrogance leads to the destruction of his forces.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the window or the door	fulfills	fulfill	Sing	fulfill	advcl:relcl	If they find a crack in your window sill or a hole in in between where the window or the door fulfills the walls, it will handle to squeeze through it.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A fountain or birdbath in your home or garden	adds	add	Sing	add	root	A fountain or birdbath in your home or garden adds soothing sound, plays on light, and is enjoyed by birds and butterflies as well.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The FLORIDA YOUTH SOCCER ASSOCIATION ( FYSA ) , and / or the BONITA YOUTH SOCCER , INC . ( BYS ) ,	require	require	Plur	require	root	The FLORIDA YOUTH SOCCER ASSOCIATION (FYSA), and/or the BONITA YOUTH SOCCER, INC. (BYS), require permission from a parent/guardian for any soccer player to “play up” in an older age group as governed by birth year.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	undertake	aux	An expertly educated ac repair service company performs itself in much the same manner your medical professional does when he or she is undertaking your planned wellness check-ups.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Such groups however or such individuals who engage in that sort of violence ,	do	do	Plur	do	root	Such groups however or such individuals who engage in that sort of violence, do so because they feel that this the only means by which a protest, a change, can effectively be achieved and that's best seen, perhaps in the context of Afghanistan where the Soviet invasion in 1979 elicited a violent and extreme armed response from groups that defined themselves as being Islamist.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the casing or coating	comprises	comprise	Sing	comprise	root	In the method according to the invention, the casing or coating preferably comprises or includes thermoplastic polymers, soluble polymers, waxes, synthetic and natural resins, sugars, salts, inorganic network formers or water glasses.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the coating or casing	contains	contain	Sing	contain	root	In one preferred embodiment of the method, the coating or casing contains materials for starting a polymerization with the binder.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the the casing or coating	includes	include	Sing	include	acl	The method according to claim 2, wherein the the casing or coating includes a binder.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the casing or coating	comprises	comprise	Sing	comprise	acl	4. The method according to claim 2, wherein the casing or coating comprises or includes thermoplastic polymers, soluble polymers, waxes, synthetic and natural resins, sugars, salts, inorganic network formers or water glasses.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the coating or casing	contains	contain	Sing	contain	acl:relcl	13. The method of claim 6, wherein the coating or casing contains materials for starting a polymerization with the binder.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the coating or casing	contains	contain	Sing	contain	root	the coating or casing contains a color indicator which is activated by a binder.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	help	aux	The new investor may feel comfortable with this residential mortgage broker because he or she has helped secure financing for the purchase of their primary residence or vacation home.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	submit	aux	The beginning commercial property investor should also look for a commercial loan broker that has the time to actually help him analyze the deal that he or she is submitting to determine if it is in fact a good investment.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Krithigai or Karthigai	is	be	Sing	day	cop	So Krithigai or Karthigai is a Great Day Mainly for Tamil Nadu People, it's a day when the people of Chennai keep fast and Worship the God to get blessings.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	1	Plur	Not Pronoun	we or other businesses	have	have	Plur	collect	aux	If so, personal and non-personal information that we or other businesses have collected will likely be transferred as part of the transaction.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Rubio or Cruz	is	be	Sing	nominee	cop	The race is close if Rubio or Cruz is the nominee.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a college or a university	has	have	Sing	have	advcl	If a college or a university has a great faculty, then it attracts great graduate students; if it has great graduate students and faculty, then it also attracts great undergraduates.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a college or university	adds	add	Sing	add	root	And a college or university adds to the ambience of a region and allows it to attract people.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	“ Healthy ” or “ diet ”	does	do	Sing	mean	aux	“Healthy” or “diet” does not automatically mean “boring” and “bland.”	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	An underdog ( or a David , to use Gladwell ’s example )	has	have	Sing	have	root	An underdog (or a David, to use Gladwell’s example) has two main choices: accept that she is weaker and less capable than her opponent (give up ) or immediately start to plan how to face and surpass her opponent (fight).	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	QR or Quick Response Codes	are	be	Plur	type	cop	QR or Quick Response Codes are a type of two-dimensional barcode that can be read using smartphones and dedicated QR reading devices, that link directly to text, emails, websites, phone numbers and more!	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	does	do	Sing	have	aux	We do our best to make sure that our child is on track on all these abilities and that he or she doesn’t have difficulties in the future.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Connecticut or New Hampshire	is	be	Sing	trip	cop	Connecticut or New Hampshire is a "long road trip"?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Connecticut or New Hampshire	is	be	Sing	trip	cop	Connecticut or New Hampshire is a "long road trip"?	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	five or six of these cookies	sounds	sound	Sing	sound	root	Ahhhhhh, five or six of these cookies sounds like absolute perfection right now.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	deserves	deserve	Sing	deserve	acl:relcl	Ron Voyles believes that the client should always get the 1-on-1 attention he or she deserves and get it right away.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	any visible signs or symptoms	appear	appear	Plur	appear	advcl	In people with Alzheimer’s disease, changes in the brain may begin 10 to 20 years before any visible signs or symptoms appear.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	These private , fully equipped and furnished Cape Whale Coast chalets or holiday cottages	are	be	Plur	setting	cop	These private, fully equipped and furnished Cape Whale Coast chalets or holiday cottages are often in a garden, forest, bush or seaside setting with their own entrances.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	this place or activity	Does	do	Sing	accept	aux	Does this place or activity accept credit cards?	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	at least 30 % - 60 % or more of my blooms	have	have	Plur	have	ccomp	When I am buying I make sure at least 30%-60% or more of my blooms either have a traditional flair or coloring.	c4-train.00002-of-01024_parsed_xaa.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	keyloggers or spyware	get	get	Plur	get	acl:relcl	Since you don’t type in these details, there is no risk keyloggers or spyware get hold of them.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a woman or young girl	make	make		make	csubj	Although abortion is legal in many African states for health reasons and in the case of sexual assault, it is not legal for a woman or young girl to make a choice as to whether she wishes to be pregnant or not.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	he or she	owns	own	Sing	own	acl:relcl	Where an employee provides adequate protective equipment which he or she owns and brings to the worksite, the employer may allow the employee to use it and is not required to reimburse the employee for that equipment.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	BZ or anyone else	have	have		have	root	BZ or anyone else have a chance to check out the last scrimmage of the preseason?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	BZ or anyone else	have	have		have	ccomp	fafan wrote: BZ or anyone else have a chance to check out the last scrimmage of the preseason?	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Personal Pronoun	your significant other ( or anybody else in your life )	does	do	Sing	have	aux	What does your significant other (or anybody else in your life) have to say about your involvement with the 365 Self Portraits Project?	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	facebook or other social media outlets	do	do	Plur	do	acl:relcl	Instagram never feels like it's sucking me out of my life the way facebook or other social media outlets do.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Salespersons or agents	guide	guide	Plur	guide	root	Salespersons or agents guide the client through the sale.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a motto or phrase you live and / or work by	is	be	Sing	what	cop	What is a motto or phrase you live and/or work by?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Kolkata , or Calcutta ,	is	be	Sing	place	cop	Kolkata, or Calcutta, is the place in India where ancient charm meets modern times.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your dog or cat	wears	wear	Sing	wear	advcl	When your dog or cat wears this TMNT Raphael Pet Costume you’ll have to remind them that they are part of a team and not to let their new super identity go to their heads.	c4-train.00002-of-01024_parsed_xaa.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	stream bank erosion or natural processes	allow	allow	Plur	allow	root	In some cases, stream bank erosion or natural processes allow sediment to flow into our streams.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	that person ( or group of people ) who wrote the acceptance criteria	knows	know	Sing	know	ccomp	So if you are testing strictly against the Acceptance Criteria - you are in essence trusting that, that person (or group of people) who wrote the acceptance criteria knows everything about what is needed before the software is built.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the problem or concern	gets	get	Sing	get	advcl	When you have to get your drains fixed in an emergency, one of our skilled plumbing professionals is on hand to unclog your drains before the problem or concern gets worse in Bromley CR6.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your sink or bath	is	be	Sing	empty	aux	If your sink or bath is emptying slowly then you may want to seek professional aid to unclog your drains in Bromley CR6.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	This bin or dumpster that they give	is	be	Sing	bin	cop	This bin or dumpster that they give is a large bin.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your backflow system or RPZ assembly	is	be	Sing	shape	cop	If you're not sure whether or not your backflow system or RPZ assembly is in top shape, let us help.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the protocol or etiquette on this	is	be	Sing	what	cop	What is the protocol or etiquette on this please?	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the beetles or their larvae	appear	appear	Plur	appear	advcl	Make sure you apply the cover before the beetles or their larvae appear.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Knightro or Nitro	is	be	Sing	mascot	cop	Knightro or Nitro is the blue horse mascot for the university returning to the tournament for the first time since 2005.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Cotton or linen	are	be	Plur	choice	cop	Cotton or linen are both good choices to start with.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the most common RICO charge or claim	is	be	Sing	what	cop	Q: What is the most common RICO charge or claim?	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or anyone else	finds	find	Sing	find	advcl	Of course, if you or anyone else finds anything wrong, let me know!	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the poker room or the territory / state / country ( in which you are resident )	have	have	Plur	have	acl:relcl	It is your responsibility when signing up to a poker room to make sure that you adhere to the terms and conditions of that room, and are not contravening any rules/laws that the poker room or the territory/state/country (in which you are resident) have governing an account such as age or legality to wager on line.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	the person having a listening ear or just someone to keep them pleasant company	helps	help	Sing	help	conj	You can’t remove their pain, but sometimes the person having a listening ear or just someone to keep them pleasant company helps.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Texture , or a ‘ textured look ’	is	be	Sing	news	cop	Texture, or a ‘textured look’ is huge news for Autumn, with jacquared prints and baroque styles adding a little luxe to our wardrobes.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Tubal ligation or tubectomy ( also known as having one ’s “ tubes tied ” ( ligation ) )	is	be	Sing	procedure	cop	Tubal ligation or tubectomy (also known as having one’s “tubes tied” (ligation)) is a surgical procedure for sterilization in which a woman’s fallopian tubes are clamped and blocked, or severed and sealed, either method of which prevents eggs from reaching the uterus for fertilization.	c4-train.00002-of-01024_parsed_xaa.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your neighbours	Do	do	Sing	have	aux	Do you or your neighbours have a loft extension or room in the roof that they are using?	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	no school manager or teacher	buys	buy	Sing	buy	root	However no school manager or teacher ever buys a product primarily because it is cheap.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	3	Sing	3	She or he	buys	buy	Sing	buy	root	She or he buys because the product brings a benefit.	c4-train.00002-of-01024_parsed_xaa.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	CASTELLANI Italian Red Split Lentils , or red lentils	are	be	Plur	orange	cop	CASTELLANI Italian Red Split Lentils, or red lentils are actually a vibrant orange.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your web site or blog	takes	take	Sing	take	advcl	Your customer will certainly never choose to waste their time on your page if your web site or blog takes couple of additional seconds to completely load.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your website or blog site	takes	take	Sing	take	advcl	Your consumer will certainly never favor to waste their time on your web page if your website or blog site takes couple of added seconds to completely load.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Retail selling price ( or in the case of a lease , the agreed upon value )	includes	include	Sing	include	root	Retail selling price (or in the case of a lease, the agreed upon value) includes charges for delivery, freight, doc fees, and other such fees and is meant to mirror the taxable base that was formerly used for sales tax.	c4-train.00002-of-01024_parsed_xaa.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Drywall or " drywall " , in the Portuguese translation ,	is	be	Sing	name	cop	Drywall or "drywall", in the Portuguese translation, is the name of a wall-building technique that is gaining increasing prominence in interior design.	c4-train.00002-of-01024_parsed_xaa.conllu
