experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	On - cloud or on - premises	is	be	Sing	matter	cop	On-cloud or on-premises is just a matter of choice.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or a loved one	Do	do	Sing	have	aux	Do you or a loved one have some one that needs to get lost.?	c4-train.00002-of-01024_parsed_xab.conllu
SS	True	False	Sing	Not Pronoun	Sing	Not Pronoun	Either grid snapping or normal snapping mode	applies	apply	Sing	apply	root	Either grid snapping or normal snapping mode applies only to the tunnel system, pipes will require a mixture of manual and normal snap mode placement.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	one or both of his parents	wring	wring	Plur	wring	conj	I think the relationship between B and his parents is one of the weaker parts of the show, where he does something reckless and one or both of his parents wring their hands about it.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or your organisation	subscribes	subscribe	Sing	subscribe	advcl	If you or your organisation subscribes to the Australian Journal of Experimental Agriculture you can access the paper at: http://www.publish.csiro.au/nid/72/paper/EA05037.htm (or non-subscribers can buy a copy on-line for A$25).	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	hire	aux	This basically gives the client a sense of security that since he or she has hired Bathroom Contractor Guys any arising situation can be easily corrected by dialling 800-306-2477.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	Hemp seed oil or that off the stem	possess	possess	Plur	possess	root	Hemp seed oil or that off the stem possess cannabinoids in them, CBD as well as THC are actually however two of those.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	True	UNK	2	Sing	1	Neither you or I	know	know	Sing	know	root	Neither you or I know the killer(s) of this family.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	intruders or unacceptable personnel	stealing	steal		steal	acl	This will ensure that your data is always kept at the highest level of security and that there will be no way of intruders or unacceptable personnel stealing or manipulating your data.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	no coach or player	has	have	Sing	go	aux	FOXBOROUGH, Mass. (AP) — Bill Belichick and Tom Brady are headed to a special place where no coach or player has gone more — the Super Bowl.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you , or someone you know ,	have	have	Sing	have	advcl	If you, or someone you know, have a gambling problem and wants help, please visit: You can qualify for free spins in several ways: Claim your Free Spins on specific promotions at casino NJ Win free spins on top online slot games and keep whatever you win	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Celts ( or Gauls )	invade	invade	Plur	invade	root	Celts (or Gauls) invade and establish the kingdom of Galatia near Ankara.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	The current user experiences or journeys that are designed by brand and advertising agencies	are	be	Plur	collection	cop	The current user experiences or journeys that are designed by brand and advertising agencies are often a collection of re-skinned and disconnected touch points rather than an insightful look at the consumer journey.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the current user experiences or journeys that are designed by brand and advertising agencies	are	be	Plur	collection	cop	In fact, the current user experiences or journeys that are designed by brand and advertising agencies are often a collection of re-skinned and disconnected touch points rather than an insightful look at the consumer journey.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	him or her	perform	perform		perform	xcomp	Additionally, the physician will insert a small fibre – this is the instrument that helps him or her perform the essential task.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your son or daughter	does	do	Sing	have	aux	If you have an extra tray, your son or daughter doesn’t have to wait for you to wash the tray.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	individuals or communities	want	want	Plur	want	acl:relcl	Public Data folders are available for evolving datasets that individuals or communities want to make available as quickly as possible for research and reuse.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	One medium peach or nectarine	provides	provide	Sing	provide	root	One medium peach or nectarine provides 1% of the calcium, 3% of the magnesium, and 8% of the potassium you need every day.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	faces	face	Sing	face	root	Every time a child drinks an extra serving of soda, he or she faces an increased obesity risk of 60 percent.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	HP or other netbook manufacturer	plans	plan	Sing	plan	acl	Meanwhile, Google rejected the comments, whether HP or other netbook manufacturer plans to use Android software, but Google does not contradict Android software if only for a limited mobile phone.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Hot water or drying	are	be	Plur	method	cop	Hot water or drying are the only approved decontamination methods in Wyoming.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Even new graduates or interns	have	have	Plur	have	root	Even new graduates or interns have certain things that they can ask for, even if it's not a higher salary.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a group or GM	does	do	Sing	want	aux	And one of the goals of v1.2 magic changes was to make the magical careers be able to function without the rules for creating spells (in case a group or GM doesn't want to bother with all that complication).	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	get	aux	If a person can cough and speak and has normal skin color, he or she is getting air and is not choking.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	European roulette , or single - zero ,	has	have	Sing	have	root	European roulette, or single-zero, has an RTP of around 97%.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	American roulette , or double - zero ,	has	have	Sing	have	root	Meanwhile, American roulette, or double-zero, has an RTP of about 95%.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The reigning king or queen	is	be	Sing	head	cop	The reigning king or queen is the countrys head of state.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Limited range of motion or diminished muscle strength	indicates	indicate	Sing	indicate	root	Limited range of motion or diminished muscle strength often indicates injury of the accessory nerve.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Ecotones , or boundary zones among land and inland waters ( such as lakes , streams and rivers ) ,	are	be	Plur	route	cop	Nutrient Dynamics and Retention in Land/Water Ecotones of by Harald Kühl, Johannes-Günter Kohl (auth.), A. Ecotones, or boundary zones among land and inland waters (such as lakes, streams and rivers), are the primary routes for shipping of natural topic and foodstuff throughout landscapes through actual and organic vectors.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the parent or teacher	requests	request	Sing	request	conj	Reevaluation can occur more frequently if conditions warrant, or if the parent or teacher requests a reevaluation.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	Republican or Democratic	makes	make	Sing	make	root	Republican or Democratic, makes no difference ?	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	smallholders or communities in Ecuador	account	account	Plur	account	root	According to official statistics—which may not be exact—smallholders or communities in Ecuador account for 7.5 million hectares, or more than half the total forest area; in Bolivia, 20.7 million, or nearly half; and in Peru just 13.2 million hectares, or less than one-fifth.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	The tiny independent city - states , some governed with a firm grip like Singapore , others with a divine backing like the Vatican or the “ Autonomous Monastic State of the Holy Mountain ” on a remote Greek peninsula ,	have	have	Plur	attract	aux	The tiny independent city-states, some governed with a firm grip like Singapore, others with a divine backing like the Vatican or the “Autonomous Monastic State of the Holy Mountain” on a remote Greek peninsula, have always attracted the wealthy (if you are a celibate man in the last case) for their security and high quality of living.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The most important sacrifice or gift that the individual can offer to God	is	be	Sing	heart	cop	The most important sacrifice or gift that the individual can offer to God is, “a broken and contrite heart” (Ps. 51:17), but also thanksgiving that the gift that we offer to God is the gift of the Lord Jesus Christ for us.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	All such images or imaginations	are	be	Plur	concoct	cop	All such images or imaginations are for concocted but I will surely be there.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your cat or dog	lets	let	Sing	let	advcl	Give it a go, you might be surprised by what your cat or dog lets you get away with.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your shoes or boots	commence	commence	Plur	commence	advcl	Connected to Are Ugg Australia Boots Fake, Just whenever your shoes or boots commence receiving comfy you recognize a break up about the facet with the sole.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	him or her	become	become		become	advcl	There are not many requirements that one should have in order for him or her to become a stockbroker.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	acl:relcl	Before picking a particular stockbroker, you need to focus on the amount of experience that he or she has in brokerage work.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Each encounter , or Touch	presents	present	Sing	present	root	Each encounter, or Touch presents an opportunity to either move the stories closer together, or farther apart.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	its business or its ownership of property	requires	require	Sing	require	root	its business or its ownership of property requires that it be so qualified.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your favorite three people or accounts to follow on Twitter	are	be	Plur	who	cop	9) Who are your favorite three people or accounts to follow on Twitter?	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A desk or bureau	is	be	Sing	piece	cop	A desk or bureau is a piece of furniture with a flat table-style work surface used in a school, office, home or the like for academic, professional or domestic activities such as reading, writing, or using equipment such as a computer.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	premature termination of translation or 3 ′ degradation of cRNA	does	do	Sing	take	aux	This is in contrast with the common observation that the NH2-terminal subunit in a multimer incorporates most efficiently, and strengthens our conjecture that premature termination of translation or 3′ degradation of cRNA does not take place to produce truncated dimers.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Extraordinary offers or limited costs	make	make	Plur	make	root	Extraordinary offers or limited costs make energy and a feeling of desperation.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	exits	exit	Sing	exit	ccomp	Company cannot and will not be liable for any loss or damage arising from a user's failure to comply with these rules of registration, including but not limited to any loss or damage arising from any user's failure to: (1) immediately notify Company of any unauthorized use of his or her password or account or any other breach of security; and (2) ensure that he or she exits from his or her account at the end of each session.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Nicardipine or Cardene	is	be	Sing	blocker	cop	Nicardipine or Cardene is a channel blocker used for the treatment of high blood pressure and angina.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Personal Pronoun	weaker males , or those looking to expend little energy ,	have	have	Plur	find	aux	However, weaker males, or those looking to expend little energy, have found a way to reap the rewards of the more committed suitor.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my dog or horse	suffers	suffer	Sing	suffer	advcl	If my dog or horse suffers from chronic pain, will the Q magnet help?	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	how many employees or guests	plan	plan	Sing	plan	advcl	Our experience also permits us to determine the quantity of toilets you will want to rent based upon how many employees or guests you plan to have on your premises.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Body contouring or body sculpting	is	be	Sing	term	cop	Body contouring or body sculpting is a term which encompasses a broad range of procedures designed to tighten, reshape and tone the skin.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Your family Ophthalmologist or Optometrist	is	be	Sing	professional	cop	Your family Ophthalmologist or Optometrist is the professional best qualified to check and correct your vision and to perform regular eye health examinations.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the broad decriminalization of marijuana or its common usage	reflects	reflect	Sing	reflect	ccomp	However, no prominent Christian leader or denomination believes that the broad decriminalization of marijuana or its common usage reflects the Christian virtue and maturity God calls his people to model.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	no prominent Christian leader or denomination	believes	believe	Sing	believe	root	However, no prominent Christian leader or denomination believes that the broad decriminalization of marijuana or its common usage reflects the Christian virtue and maturity God calls his people to model.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	pp or vv	is	be	Sing	range	cop	If pp or vv is out of range for the inst., the return value is undefined."	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	pp or vv	is	be	Sing	range	cop	"If pp or vv is out of range for the parameter ...."	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	pp or nn	is	be	Sing	range	cop	"If pp or nn is out of range..."	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a very challenging 15 - mile trail , or an easier 23 - mile one ,	allow	allow	Plur	allow	root	For those hiking in, a very challenging 15-mile trail, or an easier 23-mile one, allow backpackers to reach Stehekin from a scenic highway that is only open in the summer months because of snow and avalanches.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Raised storage areas , or mezzanine floors ,	are	be	Plur	way	cop	Raised storage areas, or mezzanine floors, are a great way to utilise space that otherwise goes unused.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Internship or work experience at a consulting engineering firm	is	be	Sing	plus	cop	Internship or work experience at a consulting engineering firm is a plus.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	is	be	Sing	need	cop	If you or a loved one is in need of a senior independent living home in Aberdeen, you can find and compare multiple high quality and affordable independent living homes and apartments in and around the city of Aberdeen, below.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Nasair or Flynas	offers	offer	Sing	offer	root	Nasair or Flynas always offers Low-cost fare for Domestic and International flights.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	This article or section	appears	appear	Sing	appear	root	This article or section appears to tuher slanted towards recent events.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an EEE producer or distributor	does	do	Sing	need	aux	What does an EEE producer or distributor need to do?	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The most entertaining video or photo	stand	stand	Plur	stand	root	The most entertaining video or photo stand a chance of bringing home the iPad 2 and Rugby is Groot hamper.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	An upset stomach or Dyspepsia	is	be	Sing	feeling	cop	An upset stomach or Dyspepsia is an unpleasant feeling in the stomach that can manifest itself in many ways and can be a symptom of one of the many anomalies of the digestive system.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	furniture or debris	is	be	Sing	contact	cop	He advises everyone to check furnaces and fireplaces, make sure furniture or debris isn’t in contact with baseboard heaters and to be especially careful with space heaters.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	causes	cause	Sing	cause	advcl	If he or she causes a traffic death, a drowsy driver in New Jersey can be prosecuted for vehicular homicide.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a organization or home owner	decides	decide	Sing	decide	advcl	When a organization or home owner decides on how big dumpster that their residence requires, then they need to commence evaluating rental corporations.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	this website , or materials that may be downloaded from this website ,	do	do	Plur	contain	aux	Although we intend to take all reasonable steps to prevent the introduction of viruses and other destructive materials or hackers, we cannot and do not guarantee or warrant that this website, or materials that may be downloaded from this website, do not contain such destructive features.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Every idea or change you propose	needs	need	Sing	need	root	Every idea or change you propose needs to be framed in terms of dollars and cents.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your son or daughter	has	have	Sing	have	acl:relcl	There is so much learning that takes place in every single meeting your son or daughter has.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the image or the element	adapts	adapt	Sing	adapt	root	Since the elements and media are designed in such a way, the image or the element adapts automatically to the resolution or the size of the screen, giving a pleasant appearance.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Cyber Security or information technologies	are	be	Plur	set	cop	Cyber Security or information technologies are the set of techniques and control used to protect the valuable data, networks and system from cyber attack or cyber threats (application attack, malware, ransom-ware, phishing, exploit kits and etc).	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	their , perhaps , bias or interest	be	be		what	acl:relcl	To muzzle an academic in identifying him or herself, and their accomplishment, not only does it have the effect of denying them their right to free speech, it also denies the public the right to understand who is commenting and what their, perhaps, bias or interest might be."	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	The statements or opinions that are expressed in the MJA	reflect	reflect	Plur	reflect	root	The statements or opinions that are expressed in the MJA reflect the views of the authors and do not represent the official policy of the AMA unless that is so stated.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or an assistant	attends	attend	Sing	attend	csubj	We also need to confirm your teams presentation trophies requirements on the night so it is important that you or an assistant attends and knows what trophies you need.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	any stories or images that appear on the site	are	be	Plur	violation	cop	If any stories or images that appear on the site are in violation of copyright law, please email [damncoolpics@gmail.com] and we will remove the offending information as soon as possible.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	cheerful	cop	Publisher: sam bingo Manumitted gesticulate up bonuses are meant to victuals changed players a nick vicinity to lewd volume the sponsor, which he or she is in the cheerful of to play.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	what parent or grandparent	does	do	Sing	enjoy	aux	And what parent or grandparent doesn't enjoy buying a fun gift for their young loved ones?	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Glam or Sham	is	be	Sing	slot	cop	Glam or Sham is a video slot powered by Leander Games and has 5 reels and 50 pay-lines.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Some wineries or vineyards	offer	offer	Plur	offer	root	Some wineries or vineyards offer wine discounts on large orders of wine.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your age or " life style "	is	be	Sing	what	cop	I don't know what your age or "life style" is, but this hotel is in an upscale neighborhood close to many great Tapas Restaurants,La Pedrara, Casa Mila, etc, plus beautiful boutiques, and if you enjoy walking, you can to The Ramblas, Batri Gothic, etc from your hotel.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the seller or the buyer	is	be	Sing	deal	aux	Whether the seller or the buyer is dealing with the offer, the choices are the same: “Accept”, “Reject”, “Counter”.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	all principals or APs	are	be	Plur	that	cop	I'm not saying all principals or APs are like that, but some are, and anyone who's been reading about CPE 1 or Townsend Harris this year knows some are even worse.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your mom ( or wife )	travels	travel	Sing	travel	advcl	If your mom (or wife) travels a lot, I’ve got a few ideas to help take the shopping pressure off.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Compact Cassette or Musicassette ( MC ) , also commonly called cassette tape , audio cassette , or simply tape or cassette ,	is	be	Sing	format	cop	The Compact Cassette or Musicassette (MC), also commonly called cassette tape, audio cassette, or simply tape or cassette, is a magnetic tape recording format for audio recording and playback.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The extent or level to which organizations fix the ratios , which is parent - country , host - country , or third - country nationals	varies	vary	Sing	vary	root	The extent or level to which organizations fix the ratios, which is parent-country, host-country, or third-country nationals varies.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the 1100D or the X100F	perform	perform	Plur	perform	acl:relcl	In any case, while the comparison of the spec-sheets of cameras can offer a general idea of their imaging potential, it remains incomplete and does no justice, for example, to the way the 1100D or the X100F perform in practice.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Lilly Pulitzer After Party Sale ( or " Preppy Black Friday " as some of my friends call it )	is	be	Sing	tomorrow	cop	The Lilly Pulitzer After Party Sale (or "Preppy Black Friday" as some of my friends call it) is tomorrow, August 17th!	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	Sing	3	UNK	Not Pronoun	be it 1, 2,1,3 or even 5,6	running	run		run	advcl	The time had come no more pussyfooting got account in Sydney ready to go system was based on your two lynch pins running in the first six be it 1,2,1,3 or even 5,6, with six other runners.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the board or managing agent	completes	complete	Sing	complete	advcl	This article focuses on some of the more difficult questions or challenges that can arise when the board or managing agent completes the several provisions of the Sec. 22.1 disclosure.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Your transcript or diploma	is	be	Sing	symbol	cop	Your transcript or diploma is a symbol of your hard work and dedication to your craft.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	which train or bus	take	take		take	ccomp	Now, how do you know which train or bus to take?	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a fungus or virus	enters	enter	Sing	enter	advcl	Infectious Arthritis: Simply put, infectious arthritis occurs when a fungus or virus enters the joint, triggering inflammation.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	acl:relcl	The sooner you find an attorney that is experienced with criminal defense cases, the more time he or she has to work for your behalf before the trial date.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	1	Plur	Not Pronoun	we ( or , more precisely , our physical bodies )	die	die	Plur	die	advcl	Although questions about what happens to us when we (or, more precisely, our physical bodies) die are mostly metaphysical, rather than scientific, a new study, published in The Canadian Journal of Neurological Sciences, had recently fanned the flames by showing that brain activity may persist for up to 10 minutes after death.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	That person or situation	has	have	Sing	have	root	That person or situation has to go, today, in order that you are free to move forward toward a state of better Balance and Bliss.	c4-train.00002-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	the materials or the substrate	are	be	Plur	freeze	cop	Monocouche Render should not be applied in cold weather, if the materials or the substrate are frozen, or if there is any risk of frost damage within the first 24 hours.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	dreadlocks , or locs ,	have	have	Plur	have	root	Dating all the way back to 2,500 BCE, dreadlocks, or locs, have rich and complicated origins; one that has no definitive timeline and identifiable birthplace.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a player or team	goes	go	Sing	go	advcl	It has everything to do with stupidity when a player or team goes overboard in celebration.	c4-train.00002-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	a player ( or players )	attempts	attempt	Sing	attempt	acl:relcl	"Any delayed, excessive, prolonged or choreographed act by which a player (or players) attempts to focus attention upon himself (or themselves)"; in addition, Rule 9-2, Article 1(a)(2) asserts that "After a score or any other play, the player in possession immediately must return the ball to an official or leave it near the dead-ball spot."	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Personal Pronoun	Sing	Not Personal Pronoun	not everything , or everyone ,	are	be	Plur	appear	cop	As usual not everything, or everyone, are as they appear.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	nursing home abuse or neglect	occurs	occur	Sing	occur	advcl	When nursing home abuse or neglect occurs, it is a clear violation of that standard.	c4-train.00002-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Our upper classmen or class women	Mentor	mentor	Plur	mentor	root	Our upper classmen or class women Mentor and support all incoming students.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	success or failure	comes	come	Sing	come	advcl:relcl	That’s where success or failure comes from.	c4-train.00002-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the temperature ( or wind chill )	falls	fall	Sing	fall	acl:relcl	It is open December through April, or any time the temperature (or wind chill) falls below 35 F degrees.	c4-train.00002-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	after say 2 or more	happen	happen	Plur	happen	advcl	If after say 2 or more on the technical and legal issues happen to your pet, however, you can maintain a good option to consider the benefits of it all their own forms to communicate is to get your total insurance premium rates.	c4-train.00002-of-01024_parsed_xab.conllu
