experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	some friend or relative	carry	carry		carry	csubj	Having said that, it is usual, though by no means obligatory, for some friend or relative to carry to baby in.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a school or club	is	be	Sing	use	aux	Over time, if a school or club is using their all weather pitch on a regular basis, it can start to become worn out and have problems.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a participant or guest	threatens	threaten	Sing	threaten	advcl	If at any time a participant or guest threatens the safety of another participant, guest, staff or instructor, the owners or coaching staff may immediately remove the threatening participant or guest from MFA premises.	c4-train.00002-of-01024_parsed_xac.conllu
SP	True	False	Sing	Not Pronoun	Plur	Not Pronoun	Either the current presence of a polybasic domain name upstream from the CaaX package ( as within K - Ras4B , for instance ) or additional lipid changes such as for example palmitoylation at a couple of cysteine residues ( such as for example in H - Ras )	helps	help	Sing	help	root	Either the current presence of a polybasic domain name upstream from the CaaX package (as within K-Ras4B, for instance) or additional lipid changes such as for example palmitoylation at a couple of cysteine residues (such as for example in H-Ras) helps more steady membrane localization of prenylated protein (Determine ?(Figure22).	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my solicitor or conveyancer	Does	do	Sing	pay	aux	Does my solicitor or conveyancer pay my Stamp Duty on my behalf when buying a property in Southampton for £180,000?	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or BBC	claim	claim	Sing	claim	acl:relcl	At the end of the day its all entertainment anyway so it does have a larger impact then what you or BBC claim.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Plur	Not Pronoun	UNK	2	your clients ( or you )	want	want	Plur	want	advcl	b: Since the pointer information is retained, when your clients (or you) want to see those documents, they are fetched from Amazon's high speed servers and using their high speed bandwidth.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	White , or " Why I love Professional Open Source " ,	discusses	discuss	Sing	discuss	root	White, or "Why I love Professional Open Source", discusses JBoss' beginnings, how they grew, how open source works, Fleury's views on the econom ics of the appserver marketplace, and his vision for Professional Open Source.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the skin or hair	is	be	Sing	become	aux	This is especially the case if the skin or hair is becoming discolored from over-grooming.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Skin whitening or skin fairness	is	be	Sing	lighten	aux	8 Best Men’s Skin Whitening Soap For Men in India with Price: Skin whitening or skin fairness is lightening the complexion of your skin.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Guided visualization or imagery	is	be	Sing	rehearse	aux	Guided visualization or imagery is purposely rehearsing a skill, routine or performance in your mind’s eye to program your body for success.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Expansionary monetary policy or easy money	results	result	Sing	result	root	Expansionary monetary policy or easy money results if the Fed increases the money supply and lowers interest rates and is the recommended policy to counter a recession.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the foreign officials or the media	visit	visit		visit	csubj	US has repeatedly insisted China to report the Tibetan grievance as it is unusual for the foreign officials or the media to visit the Tibetan area on unsupervised tours.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The “ A site ” or “ CoA site ”	appears	appear	Sing	appear	root	The “A site” or “CoA site” appears to bind both malonyl-CoA and palmitoyl-CoA, as well as other molecules containing coenzyme A, suggesting that the enzyme binds these molecules via interaction with the coenzyme A moiety.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	Triplophyllum Funestum , or more commonly know as Fountain Fern ,	is	be	Sing	forb	cop	Triplophyllum Funestum, or more commonly know as Fountain Fern, is a forb/herb (a forb/herb is a non-woody plant that is not a grass) of the genus Triplophyllum.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Triplophyllum Funestum or Fountain Fern 's floral region	is	be	Sing	Rico	cop	Triplophyllum Funestum or Fountain Fern's floral region is Puerto Rico.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	gains	gain	Sing	gain	root	So too, when the Martial Arts student masters the art, he or she gains a gentle kind of humility while still retaining a self-confidence and pride his or her accomplishments and ability.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Sustainable products and / or domestic makers	are	be	Plur	choice	cop	Sustainable products and/or domestic makers are our first choices when sourcing items that will reflect favorably on our customers’ brands.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	UNK	Not Pronoun	you or any of your followers	Have	have	Sing	try	aux	Have you or any of your followers tried making them with Gluten free flour or coconut flour?	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Verified buyers or sellers	are	be	Plur	person	cop	Verified buyers or sellers are people whose details have been verified by remittance.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Remitano , or rather , its users ,	work	work	Plur	work	root	Generally, Remitano, or rather, its users, work mostly with bank transfers and cash deposits.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	being 21 or over	captures	capture	Sing	capture	root	Ok, being 21 or over captures most of us, but I think we can agree that we don’t feel we have much in common with a 21 year old (also, a great way to make us all feel old!).	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	one less mouse or mole	is	be	Sing	thing	cop	But, one less mouse or mole is a good thing.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	make	aux	The fee amount depends on the type of veteran and whether he or she is making a down payment.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your physiotherapist or doctor	determines	determine	Sing	determine	advcl	If your physiotherapist or doctor determines that a spondylolisthesis is causing your pain, non-surgical treatment is the primary choice.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	an individual or an organisation	is	be	Sing	falsity	cop	He stated investigations will therefore be launched in order to determine where this report originated and whether an individual or an organisation is behind the falsity.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Earnings per share or EPS	is	be	Sing	measure	cop	Definition: Earnings per share or EPS is an important financial measure, which indicates the profitability of a company.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	conj	It is believed fear of abandonment is innate and that in order for a child to grow out of the clingy phase, he or she needs to feel sure that you love him/her and that you’ll return.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	monopolize	aux	Effectively communicating this to the assigning attorney avoids any negative consequences because it allows you to use the assigning attorney to your advantage: the assigning attorney can reject another assignment on your behalf because he or she is monopolizing your time temporarily.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Search Engine Optimization or SEO	is	be	Sing	buzzword	cop	Search Engine Optimization or SEO is currently most sought after buzzword.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	most viewers or users	go	go	Plur	go	csubj	It is an open secret that most viewers or users rarely go beyond the first search engine result page(SERP).	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	companies or website owners	make	make		make	csubj	That is why it becomes imperative for companies or website owners to make their website rank high to appear within first SERP.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	companies or webmasters	employ	employ		employ	acl	The behavior mentioned above of users becomes the primary reason for companies or webmasters to employ SEO techniques to enhance their visibility and thereby the increase in the traffic.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	True	False	Sing	Not Pronoun	UNK	Not Pronoun	either your physical or emotional state , or both ,	needs	need	Sing	need	root	Because of all this turmoil, either your physical or emotional state, or both, needs time to rest, recover, and heal.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a promotion or advancement	is	be	Sing	horizon	cop	If you’re in one of those organizations with a rigid structure where everyone moves up the same ladder—and the rung ahead of you won’t be vacated anytime soon—then a promotion or advancement probably isn’t on the horizon for you.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	your friends ’ parents , or kid ’s soccer coach	plays	play	Sing	play	ccomp	This means your friends’ parents, or kid’s soccer coach plays a role – they’re likely to say yes, so when your CEO sits on hers for a few days you don’t get locked out.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your key words or phrases	are	be	Plur	what	cop	It doesn’t matter what your key words or phrases are, what matters is what other people think and how often recruiters use those terms, so embrace “Google Trends” and use it to guide you towards relevant, high-frequency key-words to give you the best advantage.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	waives	waive	Sing	waive	ccomp	In a recent case, Kahyaoglu v. Adams, the Appeals Court of Massachusetts held that if a party fails to request a hearing to establish the reliability of expert testimony, he or she waives to right to object on that issue, affirming Commonwealth v. Fritz.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The festival of colour ’s ” or “ Festival of Love ’ ’ ,	is	be	Sing	festival	cop	Why: ‘’The festival of colour’s” or “Festival of Love’’, is a popular festival of India and is celebrated throughout the country.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or somebody you know	has	have	Sing	have	advcl	If you or somebody you know has a problem with Opiates Painkillers, call today 601-261-9101 or on the web at www.TheDrugandAlcoholDetoxClinic.com.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a doctor or staff person	provide	provide		provide	advcl	Since we have multimedia presentations that focus on all types of conditions and procedures in each of our examination and treatment rooms, patients are free to review the materials on their own, without having to wait for a doctor or staff person to provide an in-depth presentation.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	give	give	Sing	give	advcl	If he or she give you an response that you don't like, you could want to discover a various plan.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	about 2 / 3 or more of mine	do	do	Plur	do	ccomp	I'd say about 2/3 or more of mine do that.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	has	have	Sing	have	ccomp	If you believe that you or a loved one has hearing loss, we invite you to stop in for a complimentary hearing assessment* at our office in Fishersville.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	A ground blind or more popularly known as hunting blind	is	be	Sing	tool	cop	A ground blind or more popularly known as hunting blind is a great tool to get close to targets without being detected.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	what ( or rather , who )	elevates	elevate	Sing	elevate	conj	It would be a thrilling instrumental track on its own, but what (or rather, who) elevates this from good to great is Marshall.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your loved ones	receive	receive	Plur	receive	ccomp	Letting someone provide care for you in your own home is a truly personal experience, therefore ensuring you or your loved ones receive the best standards of care is highly important.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you may know	are	be	Plur	tag	aux	The problem occurs when you or someone you may know are geo-tagging your photos and then uploading them to the internet – especially social media sites like Twitter.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or does someone you know	Do	do	Sing	have	aux	Do you or does someone you know have questions about life, faith, prayer or the Holy Spirit?	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	Most engines or code	are	be	Plur	MIT	cop	Most engines or code are under MIT.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a threat of or attempt at suicide	is	be	Sing	plea	cop	Acknowledge that a threat of or attempt at suicide is a plea for help.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your whole house or company	needs	need	Sing	need	acl:relcl	We are as invested in this as you are and will make sure your system provides you with the power and energy your whole house or company needs.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	knows	know	Sing	know	ccomp	When talking to your insurance professional, be sure that he or she knows you have this type of coverage so that can be factored into any determination of your additional needs.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	confiscates	confiscate	Sing	confiscate	csubj	Police role in confiscating IDs UW Police Department Sgt. Jason Whitney said the UWPD lacks jurisdiction over bars because they are not located on campus, but added it is the up to the particular officer's discretion whether or not he or she confiscates an ID and issues a citation.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	blogging or creating websites	is	be	Sing	advertising	cop	If you thought blogging or creating websites is just for advertising and affiliate marketing, think twice and read this.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your favorite store or brand	is	be	Sing	board	cop	Cross your fingers that your favorite store or brand is on-board.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	gross non-performing assets ( NPAs ) , or total bad loans ,	reducing	reduce		reduce	advcl	The quality of assets changed for the better with gross non-performing assets (NPAs), or total bad loans, reducing to Rs 7363.4 crore against Rs 7801.7 crore in the preceding quarter.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	deletion or disposal of the information	occurs	occur	Sing	occur	acl:relcl	If immediate deletion or disposal of the nonpublic personal information held by Catalyst Corporate is not feasible, then until the date when deletion or disposal of the information occurs, Catalyst will continue to utilize security measures designed to protect the information against unauthorized access and against unauthorized use.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the legislator or the judge	finds	find	Sing	find	root	Oftentimes the legislator or the judge finds himself in the delicate position of that householder in the parable who had to refrain from action for fear that “perhaps while you are gathering the tares you will root up the wheat with them” (Matt.xiii. 29).	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The Kamboh or Kamboj	are	be	Plur	person	cop	The Kamboh or Kamboj are a Hindu and Sikh people who live in northwest Indian.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	graphic design or interior design	are	be	Plur	top	cop	She in the process of applying to colleges now, and she is hoping to go into a creative field: graphic design or interior design are the top of her list currently.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A shoulder dislocation or subluxation that occurs without trauma	is	be	Sing	result	cop	A shoulder dislocation or subluxation that occurs without trauma is usually the result of multidirectional instability, discussed in a later section.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a dislocation or subluxation	occurs	occur	Sing	occur	advcl	When a dislocation or subluxation occurs, the glenoid labrum is torn from the bone and the capsule is stretched.	c4-train.00002-of-01024_parsed_xac.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	which design or ideas	stick	stick		stick	ccomp	Steven hopes to help guide you in figuring out which design or ideas to stick with or to leave behind.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	renter or a member of renter ’s party or renter ’s guest	causes	cause	Sing	cause	advcl	If, during a renter’s occupancy, renter or a member of renter’s party or renter’s guest causes any damage to real or personal property of our rental property as a result of unintentional accidental acts or omissions, renter must notify our property management office at that time, and before check-out.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	said damage or loss	be	be		property	cop	Guest shall be solely responsible for any thefts, acts of vandalism, or other damage or loss of personal property which my occur during the course of this agreement, whether said damage or loss be the property of tenant or any other person invited in by the tenant.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	The parks and / or trails where people can now walk their leashed dogs	are	be	Plur	Park	cop	The parks and/or trails where people can now walk their leashed dogs are: Christopher Morley Park in Roslyn, Silver Lake Park in Baldwin, Massapequa Preserve (the Fire Rd. Trail) in Massapequa, Mill Pond Park in Bellmore/Wantagh, and Park Blvd.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a program or game that you ’re installing	states	state	Sing	state	conj	If a hardware device isn’t functioning properly, or if a program or game that you’re installing states that it requires newer drivers, a driver update will be in order.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The trade fair centre or the International Congress Centrum ICC	is	be	Sing	hotel	cop	The trade fair centre or the International Congress Centrum ICC is just a few minutes from the hotel.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	the fillers or bases of these products ( where required )	are	be	Plur	food	cop	So the fillers or bases of these products (where required) are foods such as bilberry or alfalfa, some of the great things that you know you should eat, but probably don't.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the property owner or its agent	have	have		draft	aux	Unless you have retained the services of competent counsel to draft the lease it is customary for the property owner or its agent to have drafted the lease with terms friendlier to his or her needs than yours as the tenant.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Pronoun	Spare Car keys or providing replacement keys	are	be	Plur	service	cop	Spare Car keys or providing replacement keys are our most important services where we have unremitting a strapping competitive improvement than competitors.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a loved one	has	have	Sing	suffer	aux	If you or a loved one has suffered from a serious injury, consulting with a lawyer should be at the top of your list to ensure your best interests are represented.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The subjective mind or the subconscious mind � either term may be used �	perceives	perceive	Sing	perceive	root	The subjective mind or the subconscious mind � either term may be used � perceives by intuition.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The subjective mind or the subconscious mind � either term may be used �	perceives	perceive	Sing	perceive	root	The subjective mind or the subconscious mind � either term may be used � perceives by intuition.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The subjective mind or the subconscious mind � either term may be used �	perceives	perceive	Sing	perceive	root	The subjective mind or the subconscious mind � either term may be used � perceives by intuition.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Poland or the UK	have	have	Plur	indicate	aux	Poland or the UK have already indicated that they will develop their shale gas deposits, and have put in place a framework.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the project or area of research you will work on whilst in residence	is	be	Sing	what	cop	what is the project or area of research you will work on whilst in residence?	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	which touchpoints or interactions ,	have	have	Plur	have	ccomp	Having ample marketing attribution reports helps you understand which touchpoints or interactions, have the biggest impact on conversion rates and focus and optimise your marketing efforts.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	About 76.41 % , or 107,990,698 of those working Americans	commute	commute	Plur	commute	root	About 76.41%, or 107,990,698 of those working Americans commute to work by driving alone.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Mitochondrial dysfunction , or a problem with the cellular exchange of energy ,	is	be	Sing	event	cop	Mitochondrial dysfunction, or a problem with the cellular exchange of energy, is an early event observed in Alzheimer’s disease.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the House or Apartment I ’m Renting	Goes	go	Sing	go	advcl	Consumer Financial Protection Bureau: What Should I Do if the House or Apartment I’m Renting Goes into Foreclosure?	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your Leytonstone , E11 property or business	has	have	Sing	have	advcl	If your Leytonstone, E11 property or business has a flagged or patio area, then we can help you.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A car ( or auto )	is	be	Sing	automobile	cop	A car (or auto) is a rolled automobile utilized for transportation.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	|A car ( or automobile )	is	be	Sing	car	cop	|A car (or automobile) is a rolled electric motor car utilized for transport.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or a couple	want	want	Sing	want	advcl	Ideal if you or a couple want to learn to massage each other.	c4-train.00002-of-01024_parsed_xac.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	These micro-entrepreneurs , or small business owners ,	prepare	prepare	Plur	prepare	root	These micro-entrepreneurs, or small business owners, then prepare the athletic shoes for sale, commerce, and profit.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	mummy or daddy	keep	keep	Plur	keep	conj	My nose runs all the time and mummy or daddy keep blowing it.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Hex # 443350 or rgb ( 68,51,80 ) in RGB space	is	be	Sing	tint	cop	Hex #443350 or rgb(68,51,80) in RGB space is the tint of purple.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Chinchilla or the " Melon Capital of Australia "	is	be	Sing	town	cop	Chinchilla or the "Melon Capital of Australia" is the town that lies within the Darling Downs Region of the state of Queensland, Australia.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	ask	aux	Perhaps he or she has not even asked for forgiveness or does not want it from you, but that does not matter.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your kids	do	do	Plur	want	aux	However, you don’t have to actually look that scary if you or your kids don’t want to.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the alveolar bone , or the portion of the jawbone that anchors the teeth in the mouth ,	receives	receive	Sing	receive	root	When teeth are missing, the alveolar bone, or the portion of the jawbone that anchors the teeth in the mouth, no longer receives the necessary stimulation, and begins to break down, or resorb.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the alveolar bone , or the portion of the jawbone that anchors the teeth in the mouth ,	receives	receive	Sing	receive	root	When teeth are missing, the alveolar bone, or the portion of the jawbone that anchors the teeth in the mouth, no longer receives the necessary stimulation, and begins to break down, or resorb.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Allogenic bone , or allograft ,	is	be	Sing	bone	cop	Allogenic bone, or allograft, is dead bone harvested from a cadaver, then processed.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you ( or the maintainers of the open source code )	are	be	Plur	go	aux	The world’s government intelligence services and organized crime syndicates are almost certain to do a better job hacking these things than you (or the maintainers of the open source code) are going do at protecting your users.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Ballet or Jazz	are	be	Plur	example	cop	Ballet or Jazz are examples of things that can be observed on many levels.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a ruler ’s spirit or temper	rises	rise	Sing	rise	advcl	So, first of all, regarding rulers and those in authority, don’t lose your cool if a ruler’s spirit or temper rises against you.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your doctor or health practitioner	find	find		find	csubj	That’s why it’s important for your doctor or health practitioner to find the source of your joint pain.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	The tort , or private / civil wrong , that the parents may be liable for	is	be	Sing	misrepresentation	cop	The tort, or private/civil wrong, that the parents may be liable for is intentional misrepresentation or fraud.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or anyone you know	are	be	Plur	fan	cop	If you or anyone you know are big durian fans, bring them here!	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Pronoun	UNK	Not Pronoun	10 or 20	being	be		start	cop	-a52volume <gain in dB>, 10 or 20 being a good start.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you ( or Geico )	have	have	Sing	contact	aux	If the other party's insurer is Farmers why have you (or Geico) not contacted them?	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	UNK	Not Personal Pronoun	Plur	Not Pronoun	what or ideas you have for future ones	’s	be	Sing	work	aux	We’d love to hear what’s worked for you in the past for giveaways or ideas you have for future ones!	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Personal Pronoun	all the features in Opera Mail or what was M2 in Opera 12.15	return	return	Plur	return	root	1. Hopefully all the features in Opera Mail or what was M2 in Opera 12.15 return.	c4-train.00002-of-01024_parsed_xac.conllu
UNK	False	False	Plur	Not Pronoun	UNK	Not Personal Pronoun	all the features in Opera Mail or what was M2 in Opera 12.15	return	return	Plur	return	root	1. Hopefully all the features in Opera Mail or what was M2 in Opera 12.15 return.	c4-train.00002-of-01024_parsed_xac.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Smith ( or the MB board ? )	includes	include	Sing	include	root	Smith (or the MB board?) sensibly includes the Viola da Gamba Society numbers as part of each heading.	c4-train.00002-of-01024_parsed_xac.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	the kidneys or urinary tract	need	need	Plur	need	acl	Experiencing fever and chills simultaneously is an indication of that the kidneys or urinary tract need to be checked out.	c4-train.00002-of-01024_parsed_xac.conllu
