experiment_condition	has_either	has_neither	conj_1_number	conj_1_person	conj_2_number	conj_2_person	nsubj	verb_form	verb_lemma	verb_number	main_predicate_lemma	main_predicate_arc	sentence	filename
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A vintage - style suitcase or trunk	looks	look	Sing	look	root	A vintage-style suitcase or trunk looks particularly pretty.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the product or service	is	be	Sing	go	aux	If employees are not happy, you can be sure that the product or service isn’t going to be up to its full potential.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	passes	pass	Sing	pass	ccomp	During diarrhea, one should make sure that he or she passes urine every 6–8 hours.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the apartment or the house	is	be	Sing	condition	cop	However, this can only happen if certain conditions are fulfilled, and one of them is ensuring that the apartment or the house is in a broom/deep clean condition.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	sees	see	Sing	see	acl:relcl	It’s become almost cliche to have a found footage film result because a character has the inexplicable desire to record everything he or she sees.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	couples or families	relax	relax		relax	acl	It is an ideal location for couples or families to relax and enjoy the ..	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	large Fleurcup or similarly shaped cups ( Sckoon , Si-bell , Gaia , ... )	are	be	Plur	bet	cop	I agree with the others, large Fleurcup or similarly shaped cups (Sckoon, Si-bell, Gaia, ...) are your best bet with a low, dangly cervix.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	The Bat Wings or Wings	are	be	Plur	portion	cop	The Bat Wings or Wings are the portions of the nebula that flare away from the Trapezium to the east and west.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the health plan or Covered California	indicates	indicate	Sing	indicate	acl:relcl	Regardless of what the health plan or Covered California indicates shows as the in-network status of a provider, when in doubt, call the provider or check on the provider’s website.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	EPO , or Exclusive Provider Organization ,	allows	allow	Sing	allow	root	EPO, or Exclusive Provider Organization, allows plan members to visit any doctor or provider in the health plans network, but there is no out-of-network benefits.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a counselor or agent	can’t	can’t		can’t	advcl	If a counselor or agent can’t or won’t help you research your providers and drugs, move on and find another person who will.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	if you or know someone who knows their PPM and is interested in joining an awesome marketing team with a leading product and a landmark release	let	let		let	parataxis	PS: if you or know someone who knows their PPM and is interested in joining an awesome marketing team with a leading product and a landmark release please let me know ASAP, we are hiring.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	fails	fail	Sing	fail	advcl	If he or she fails to offer you the appropriate information, they’ll be not able to maintain their contribution in their taxes.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	mum or dad	is	be	Sing	room	cop	​This ensures random checking can take place, and children are also far less likely to stray into inappropriate areas when mum or dad is in the same room.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	is	be	Sing	person	cop	As the political season heats up, politician after politician will try to persuade us that he or she is the best person with the best plans to protect us from all of the scary possibilities the world contains.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Large fitness centers or personal training gyms	prevent	prevent	Plur	prevent	root	Large fitness centers or personal training gyms prevent the client forgetting don’t invited attention of the personal trainer.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	needs	need	Sing	need	advcl	If you or someone you know needs help, visit the National Suicide Prevention Lifeline or contact Crisis Text Line by texting “START” to 741-741.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	CentOS Web Panel or CWP	is	be	Sing	panel	cop	CentOS Web Panel or CWP is an open-source control panel designed for easy management of a server.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	A diode , or " rectifier , "	is	be	Sing	device	cop	A diode, or "rectifier," is any device through which electricity can flow in only one direction.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Personal Pronoun	UNK	Not Personal Pronoun	who or what	is	be	Sing	observe	aux	All knowledge and energy is contextual; what is observed or detected is in the context of who or what is observing or detecting; to evaluate a system properly the observer must be 'outside' the context of the system; if the observer is 'inside' the context of the system (as is scientific observation), only relative results will be obtained; and anything will self-prove relative to its own context.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Pyroelectricity , or heat electricity ,	occurs	occur	Sing	occur	root	Pyroelectricity, or heat electricity, occurs in minerals with polar axes or lack the center of crystalline symmetry.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Self - awareness or un- perceiving	is	be	Sing	realisation	cop	Self-awareness or un-perceiving is self-realisation.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you ( or anyone else )	are	be	Sing	hang	aux	Valalvax, are you (or anyone else) still hanging around here?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a relationship or marriage	breaks	break	Sing	break	root	If a relationship or marriage breaks down and one of you needs to set up home on your own again.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Clingmans Dome ( or Clingman 's Dome )	is	be	Sing	mountain	cop	Clingmans Dome (or Clingman's Dome) is a mountain in the Great Smoky Mountains of Tennessee and North Carolina, in the southeastern United States.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Every one - to two - bedroom cabin or lodge	comes	come	Sing	come	root	Every one- to two-bedroom cabin or lodge comes complete with a fireplace, fully equipped kitchen with dishwasher, Wi … Mountain Shadows Resort is located across from Great Smoky Mountains National Park.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	some schools or classes	have	have	Plur	have	advcl	While some schools or classes have daily physical activity, these are by far in the the minority and these rely on the enthusiastic drive of a few individuals.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Seitan ( or Seitain )	is	be	Sing	replacement	cop	Seitan (or Seitain) is a wonderful meat replacement that you make out of vital wheat gluten.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a plaintiff or defendant before a judge	has	have	Sing	provide	aux	If a plaintiff or defendant before a judge has provided that judge a campaign contribution (or spent money in the judge’s behalf or against the judge’s opponent) above a certain, reasonable threshold, the judge should step aside.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Ibiza ( or Eivissa )	is	be	Sing	island	cop	Ibiza (or Eivissa) is a Spanish island in the Mediterranean Sea 79 km off the coast of the city of Valencia in Spain.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any oversight or constraint of a runaway presidency	be	be		be	xcomp	In the current situation you guys, the Republicans, have all the marbles--if there is to be any oversight or constraint of a runaway presidency the moral obligation rests on your shoulders.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	completes	complete	Sing	complete	advcl	The player, as a contemporary Hercules, is called upon to face a series of mental challenges and to feel satisfaction as he or she successfully completes the "Labors", armed only with his or her mind and perseverance.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	no Muggle washing machines or dryers	are	be	Plur	be	root	Within are no Muggle washing machines or dryers.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my daughter or her progeny	have	have	Plur	have	advcl	What about when he wrote, in a 2015 column: “Without two states, there won’t be even one Jewish state if — God forbid — my daughter or her progeny someday have no place else to go.”	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	his daughter or her progeny	wants	want	Sing	want	acl	Which, incidentally, we’ll have to see some papers for when his daughter or her progeny some day, God forbid, wants to settle here (we’re joking, we love the children of Jewish anti-Semites).	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	familiar people or situations	stop	stop	Plur	stop	acl:relcl	The opposite of deja vu is jamais vu, a situation where familiar people or situations stop being intimate and feel strange and alien altogether.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Foods or beverages that contain alcohol	are	be	Plur	food	cop	Foods or beverages that contain alcohol are among the most common foods that cause bad breath.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Common acidic beverages or foods that cause bad breath	are	be	Plur	coffee	cop	Common acidic beverages or foods that cause bad breath are coffee, tomato juice, all citrus juices, sodas, pasta sauce, ketchup, pickles, fatty meats, olives, butter and chocolate.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the device , or the user ,	breaking	break		break	advcl	No matter which of the huge available selection of Android devices your end-user might be using, Conversion Bug’s Android apps will find them, engage them and convert them, all without the device, or the user, breaking a sweat!	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Personal Pronoun	dead batteries or anything else	stands	stand	Sing	stand	advcl	Fleets are unforgiving if dead batteries or anything else stands in their way of receiving timely, reliable and accurate information.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	their country ( or province or state )	is	be	Sing	recession	cop	Try to find a politician (especially one already in office) who will face up to the truth and tell you their country (or province or state) is already in a recession or that inflation is becoming a major issue.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	spirit or inspiration	Is	be	Sing	matter	cop	Is spirit or inspiration just a matter of breath?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	What children ’s movie or TV show	is	be	Sing	pleasure	cop	2. What children’s movie or TV show is a guilty pleasure now?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	What children ’s TV show or character	wish	wish	Sing	wish	root	5. What children’s TV show or character you wish would just quietly go away and never be seen or heard from again?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my solicitor or conveyancer	Does	do	Sing	pay	aux	Does my solicitor or conveyancer pay my Stamp Duty on my behalf when buying a property in Gwynedd for £145,000?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Jack Kennedy or Ronald Reagan	wasting	waste		waste	xcomp	I cannot imagine Jack Kennedy or Ronald Reagan wasting an opportunity to inspire young men and women who defend our nation by addressing an issue that is in such dispute as climate change.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a new scandal or at least a new questionable activity	surfaces	surface	Sing	surface	root	Fourth, almost daily a new scandal or at least a new questionable activity surfaces with the Clinton Foundation.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	supervises	supervise	Sing	supervise	advcl	There are techniques where an insurance coverage case adjuster may utilize in the direction of their client in order not provide them a straight answer, for instance they may tell you that they will certainly refer you to another insurance adjuster that can react to your question as he or she supervises of that area of organization.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Pronoun	a tornado ( or ten )	have	have	Plur	whip	aux	Bouquets for bridal parties are usually delivered straight to the bridal suite and since this room is typically occupied with 10+ girls all getting hair and makeup done at the same time, you can bet it looks like a tornado (or ten) have whipped through there.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Gasoline or natural gas ,	produce	produce	Plur	produce	root	Gasoline or natural gas, when burned in air, produce water vapor as a combustion product.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your favorite TV show or movie	is	be	Sing	what	cop	What is your favorite TV show or movie?:	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	with whatever strengths or adaptive ways	exist	exist	Plur	exist	advcl	Lastly, identifying with whatever strengths or adaptive ways exist in how the therapist thinks and functions is important and helpful to people (probably anyone would say that).	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	A Modular Home , or Prefabs ,	offers	offer	Sing	offer	root	A Modular Home, or Prefabs, offers plenty of benefits for shoppers looking to create their new home.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Greek Easter bread , or Tsoureki ,	is	be	Sing	thing	cop	Greek Easter bread, or Tsoureki, is another thing that is traditionally served only at Easter.	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	with no classes or job ,	distract	distract		distract	advcl	But during the afternoon, with no classes or job to distract me, I got bored.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a Lucky Zelda reticule , or drawstring purse	is	be	Sing	thing	cop	If so, a Lucky Zelda reticule, or drawstring purse, is just the thing to finish your look.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Personal Pronoun	you or someone you know	is	be	Sing	need	cop	If you or someone you know is in need, make sure take advantage of this amazing service.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Your van and / or pickup truck	is	be	Sing	livelihood	cop	Your van and/or pickup truck is your livelihood, so it makes sense to deal with an insurer that understands you, the importance of your business and the things you hold valuable.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the EPO applicant or patent holder	risks	risk	Sing	risk	advcl	Because the EPO applicant or patent holder risks loss of patent rights in every country in Europe where coverage is being sought or has been obtained, there is already a problem of too many patent eggs in one basket.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Milos or Malos	is	be	Sing	island	cop	Milos or Malos is a volcanic Greek island in the Aegean Sea.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	my profile or group page	looks	look	Sing	look	advcl:relcl	Can I choose how my profile or group page looks to other people?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your profile page or group page	looks	look	Sing	look	advcl:relcl	We know how important it is to be able to customize how your profile page or group page looks to the outside world, and while that isn't part of today's release, it's on the roadmap.	c4-train.00001-of-01024_parsed_xab.conllu
PS	False	False	Plur	Not Pronoun	Sing	Not Pronoun	software updates or Android development	are	be	Plur	go	aux	So if software updates or Android development aren’t going to affect your Android buying decision, handset and tablet pricing certainly matters nowadays.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Plur	Not Personal Pronoun	you or those you know	facing	face		face	acl:relcl	What are the problems you or those you know facing?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Valero or HEB	has	have	Sing	have	ccomp	Richard, do you feel Valero or HEB has a right to your money?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Military battery 2590 , 590 , 390 or AN / prc - 148 MBITR with UnatSolar portable foldable solar panels and adapter	secure	secure	Plur	secure	root	Military battery 2590, 590, 390 or AN/prc-148 MBITR with UnatSolar portable foldable solar panels and adapter secure you to charge your batteries anywhere.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the Foote 's or the first party being the Footes ( to be referred to as the Foote 's herein )	are	be	Plur	declare	aux	- Whereas in the first part the Foote's or the first party being the Footes (to be referred to as the Foote's herein) are declaring the history according to the quality and accuracy of their (the Foote's) memory.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	“ Semana Santa ” or Holy Week	is	be	Sing	mixture	cop	The Spanish word for Easter is “Pascua” and “Semana Santa” or Holy Week is a mixture of relaxation and religious celebration.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Personal Pronoun	organizations with a political mandate or those that raise difficult policy issues	face	face	Plur	face	csubj	However, it is also clear that organizations with a political mandate or those that raise difficult policy issues face intense pressure in many countries.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	every athlete or fitness enthusiast	run	run		run	csubj	It is essential for every athlete or fitness enthusiast to run for miles and always avoid injuries along their way.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	which light switch or oven burner	turn	turn		turn	ccomp	Even the smartest among us can feel inept as we fail to figure out which light switch or oven burner to turn on, or whether to push, pull, or slide a door.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the company or the applicator that will do the job	has	have	Sing	have	ccomp	Above all it’s also advisable to know exactly whether the company or the applicator that will do the job has expertise in handling your specific pest issues.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Personal Pronoun	a victim or someone acting on their behalf	make	make		make	ccomp	This legislation makes it easier for a victim or someone acting on their behalf to make an application to have their case reviewed: a review will look at every aspect of the specific case to establish where all available and appropriate actions were carried out.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	another associate or department	deviates	deviate	Sing	deviate	advcl	Know that all associates have the responsibility and authority to immediately inform supervision or management if another associate or department deviates from proper manufacturing practice.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	the purchaser 's national policy or specific circumstances	require	require	Plur	require	advcl	If the purchaser's national policy or specific circumstances require that both FMS and commercial data be obtained for the item to be procured, the purchaser should submit a request for exception with justification to DSCA (Strategy Directorate)."	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	any instructor or content provider	use	use		use	advcl	LMS specialists such as SchoolKeep, Panopto, DigitalChalk and BrainCert have introduced these features for any instructor or content provider to use and we predict a new wave of content assembly and delivery tools will be enhancing corporate and extended enterprise LMS solutions.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	family members or friends	are	be	Plur	have	aux	Google Chrome removal tool can be very useful when family members or friends are having problems with Chrome and you don’t have the time to look at it.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	needs	need	Sing	need	acl:relcl	Quick and easy status changes can direct a sales rep in the direction he or she needs to take to ensure it’s possible to not only improve your prospects but manage your existing deals too.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	investigation or even enquiries	need	need	Plur	need	acl:relcl	Prepare for any HMRC evaluations by covering for the financial costs that investigation or even enquiries need.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Sing	Not Pronoun	you or the other person	having	have		have	advcl	But you can also have things that run on your computer where you are allowed to make changes to how they work and you can give away what you have or what you changed to someone else without you or the other person having to pay anyone.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Some people , or companies ,	want	want	Plur	want	root	9) Some people, or companies, want to work on the things that make computers talk to other computers, or that let people share information with other people all over the world, with the hopes of making small or large bits of money for their work.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	the supernatural or divine entity ,	Does	do	Sing	guide	aux	Does the supernatural or divine entity,guide you ?	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	Not Pronoun	Sing	Not Pronoun	the supernatural or divine entity ,	Does	do	Sing	guide	aux	Does the supernatural or divine entity,guide you ?	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	centimetres or inches	have	have	Plur	have	advcl	A better size would be a number since centimetres or inches have the same lengths the world over.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	she or he	supervises	supervise	Sing	supervise	advcl	There are techniques in which an insurance policy claim adjuster may make use of to their customer in order not provide a direct answer, for instance they might tell you that they will refer you to an additional insurance adjuster that could react to your inquiry as she or he supervises of that location of company.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Surface mail letters or parcels	take	take	Plur	take	root	Surface mail letters or parcels take from six to eight weeks.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	a hero or heroes ( we all know which ones )	requires	require	Sing	require	advcl	When a hero or heroes (we all know which ones) requires relatively little to no skill to dominate a pub game, it is very negative to the experience of all involved.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Check or money orders	are	be	Plur	form	cop	Check or money orders are accepted forms of payment.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	your family members or friends	Have	have	Plur	comment	aux	Have your family members or friends commented on your mood or behavior?	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	Sing	Not Pronoun	UNK	Not Personal Pronoun	your staff , or whoever you delegate to ,	knows	know	Sing	know	advcl	People often say “Oh, I can do that, and if I’m too busy I’ll get one of the staff/kids to post something or other” and that’s fine if your staff, or whoever you delegate to, knows your strategy for social media, why you’re using it and who you are targeting.	c4-train.00001-of-01024_parsed_xab.conllu
UNK	False	False	UNK	2	Plur	Not Pronoun	you or your dependants	are	be	Plur	entitle	cop	You are strongly encouraged to seek assistance from these organizations in gaining any benefits that you or your dependants are entitled to based on your service.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a person or organization	makes	make	Sing	make	advcl	But when a person or organization makes an effort that appears to be an attempt to do the right thing, are they really doing the right thing?	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Americana or Mayberry	comes	come	Sing	come	root	Perhaps Americana or Mayberry comes to mind with the clean look of the wood exterior finishing, front porches and spotless alleyways.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	many bank privet or government bank	publishing	publish		publish	root	In this year many bank privet or government bank publishing new job circular.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	more and more websites or publishers	are	be	Plur	want	aux	Consequently, more and more websites or publishers are also wanting to get in on the action because the click-throughs will mean big money for them for a very minimal effort.	c4-train.00001-of-01024_parsed_xab.conllu
SP	False	False	Sing	Not Pronoun	Plur	Not Pronoun	Islamic State or al - Qaida - affiliated militants	are	be	Plur	operate	aux	Earlier, Kerry said the U.S. would have “grave concerns” about Russian airstrikes in parts of Syria where Islamic State or al-Qaida-affiliated militants are not operating.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	this man or woman	is	be	Sing	fit	aux	If you are operating with an advisor to get existence insurance policies, and this man or woman is not fitting your requirements, it is critical to know that you are ready to seem for another a single.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	His autobiographical Reliquiae Baxterianae , or Mr. Richard Baxter ’s Narrative of the Most Memorable Passages of His Life and Times ( 1696 ) , still of interest	gives	give	Sing	give	root	His autobiographical Reliquiae Baxterianae, or Mr. Richard Baxter’s Narrative of the Most Memorable Passages of His Life and Times (1696), still of interest, gives an account of his inner spiritual struggles.	c4-train.00001-of-01024_parsed_xab.conllu
PP	False	False	Plur	Not Pronoun	Plur	Not Pronoun	Infrastructure engineers , or IT infrastructure engineers ,	use	use	Plur	use	root	Infrastructure engineers, or IT infrastructure engineers, use their computer science expertise to build, maintain and coordinate the digital networks and systems that support networked communities.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	a friend or loved one	passes	pass	Sing	pass	advcl	Words are sometimes hard find when a friend or loved one passes.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Every business or company	has	have	Sing	have	root	Every business or company has a particular method of conducting enterprise.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	does	do	Sing	understand	aux	There is nil to coerce an investor to purchase an investing merchandise he or she does non understand.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	your name or ability to play the harmonium	earns	earn	Sing	earn	advcl:relcl	(Said day, for noobs, is when your name or ability to play the harmonium earns you the privilege of donning an apron and making your own pizza).	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	acl:relcl	Thus the person may sign the Development and Publishing Agreement with the help of any device he or she has.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	3	Sing	3	he or she	has	have	Sing	have	ccomp	For these techniques to be effective, however, the speaker needs to make sure that he or she has the audience's attention--audiences do not have the luxury of re-reading the words spoken.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Adhum Carter or Adhum Carter Wolde - Lule ,	is	be	Sing	magnate	cop	Adhum Carter or Adhum Carter Wolde-Lule, is a British business-magnate, investor, strategist and financial guru.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	2 face Idibia , or 2Baba ,	is	be	Sing	songwriter	cop	2face Idibia, or 2Baba, is a Nigerian singer-songwriter, record producer and entrepreneur.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	the bride or groom	want	want	Plur	want	advcl	For no extra cost if the bride or groom want to start the show we can organise that for you.	c4-train.00001-of-01024_parsed_xab.conllu
SS	False	False	Sing	Not Pronoun	Sing	Not Pronoun	Glossophobia , or the fear of public speaking ,	is	be	Sing	fear	cop	Glossophobia, or the fear of public speaking, is a very real and common fear.	c4-train.00001-of-01024_parsed_xab.conllu
